,name,github_id,category,npm_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,license,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,demo_url,trending,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
137,Tauri,tauri-apps/tauri,desktop-apps,tauri,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,2019-07-13 09:09:37.000,2021-07-15 15:51:08.000,2021-07-15 15:47:19.000,393,77.0,471.0,18089,,2021-06-29 01:24:16.000,cli.rs-v1.0.0-beta.4,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",177.0,173.0,83,23,https://www.npmjs.com/package/tauri,MIT,2021-01-24 12:41:34.564,4.0,1036.0,1264.0,True,3,,,,2744.0,,,,,,
138,RevoGrid,revolist/revogrid,data-tables,@revolist/revogrid,https://github.com/revolist/revogrid,https://github.com/revolist/revogrid,2020-05-04 21:23:09.000,2021-06-30 23:58:03.000,2021-06-18 19:44:07.000,73,51.0,88.0,1673,600.0,2021-06-18 19:46:34.642,3.0.95,168.0,Powerful virtual data grid smartsheet with advanced customization. Best features from excel plus incredible performance.,45.0,45.0,8,23,https://www.npmjs.com/package/@revolist/revogrid,MIT,2021-06-30 19:03:58.395,0.0,6268.0,6268.0,True,3,,,,,,,,,,
139,Material-UI Treasury,siriwatknp/mui-treasury,other-components,@mui-treasury/components,https://github.com/siriwatknp/mui-treasury,https://github.com/siriwatknp/mui-treasury,2019-03-11 16:21:23.000,2021-07-14 06:30:47.000,2021-06-18 17:07:27.000,112,48.0,230.0,1591,747.0,2021-02-03 01:12:27.460,1.10.1,53.0,A collection of ready-to-use components based on Material-UI.,23.0,23.0,18,23,https://www.npmjs.com/package/@mui-treasury/components,MIT,2021-06-18 16:46:52.506,0.0,11119.0,11119.0,True,3,['material-ui'],https://mui-treasury.com/components/,,,,,,,,
140,Reaviz,reaviz/reaviz,data-viz,reaviz,https://github.com/reaviz/reaviz,https://github.com/reaviz/reaviz,2020-04-17 21:17:18.000,2021-07-09 11:25:24.000,2021-07-09 11:22:19.000,60,15.0,7.0,1122,302.0,2021-06-18 11:51:01.755,10.3.0,234.0,Data visualization library for React based on D3.,161.0,155.0,8,23,https://www.npmjs.com/package/reaviz,Apache-2.0,2021-06-18 11:51:01.755,6.0,5498.0,5498.0,True,3,,,,,,,,,,
141,CodeFlask,kazzkiq/CodeFlask,editors,codeflask,https://github.com/kazzkiq/CodeFlask,https://github.com/kazzkiq/CodeFlask,2015-08-15 19:58:05.000,2020-11-08 20:58:12.000,2020-06-05 16:46:21.000,93,24.0,61.0,851,190.0,2019-05-13 00:11:15.298,1.4.1,17.0,A micro code-editor for awesome web pages.,402.0,308.0,28,23,https://www.npmjs.com/package/codeflask,MIT,2019-05-13 00:11:15.298,94.0,21930.0,21930.0,False,3,,,,,,,,,,
142,React Spreadsheet,iddan/react-spreadsheet,data-tables,react-spreadsheet,https://github.com/iddan/react-spreadsheet,https://github.com/iddan/react-spreadsheet,2018-02-18 17:12:32.000,2021-07-14 12:35:26.000,2021-07-11 19:54:54.000,36,26.0,48.0,453,531.0,2021-07-10 20:06:19.299,0.5.5,41.0,"Simple, customizable yet performant spreadsheet for React.",148.0,142.0,15,23,https://www.npmjs.com/package/react-spreadsheet,MIT,2021-07-10 20:06:19.299,6.0,13251.0,13251.0,True,3,,https://iddan.github.io/react-spreadsheet,,,,,,,,
143,headlessui,tailwindlabs/headlessui,ui-frameworks,headlessui,https://github.com/tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui,2020-09-16 09:53:09.000,2021-07-15 11:30:26.000,2021-06-22 10:29:59.000,314,48.0,240.0,9928,,2021-06-21 09:51:23.000,@headlessui/react@v1.3.0,23.0,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",35.0,35.0,23,22,https://www.npmjs.com/package/headlessui,MIT,2020-09-13 00:34:17.623,,1373.0,1373.0,True,3,,,,,,,,,,
144,styletron,styletron/styletron,styling,styletron,https://github.com/styletron/styletron,https://github.com/styletron/styletron,2016-04-01 00:00:06.000,2021-07-07 13:16:12.000,2021-06-01 19:21:49.000,124,32.0,147.0,3178,530.0,2019-05-03 17:11:41.000,styletron-react@5.0.0,38.0,Toolkit for component-oriented styling.,188.0,122.0,36,22,https://www.npmjs.com/package/styletron,MIT,2018-01-17 22:16:05.111,66.0,5043.0,5043.0,True,3,,,,,,,,,,
145,Drawflow,jerosoler/Drawflow,data-viz,drawflow,https://github.com/jerosoler/Drawflow,https://github.com/jerosoler/Drawflow,2020-04-21 17:59:14.000,2021-07-09 17:43:41.000,2021-07-09 17:39:15.000,186,18.0,172.0,971,178.0,2021-07-09 17:43:41.000,0.0.45,44.0,Simple flow library.,28.0,28.0,7,22,https://www.npmjs.com/package/drawflow,MIT,2021-07-09 17:40:51.921,0.0,6316.0,6316.0,True,3,,,,,,,,,,
146,react-lz-editor,leejaen/react-lz-editor,editors,react-lz-editor,https://github.com/leejaen/react-lz-editor,https://github.com/leejaen/react-lz-editor,2016-12-27 06:32:40.000,2021-05-09 13:47:32.000,2019-10-18 03:45:52.000,155,96.0,80.0,910,183.0,2018-03-31 07:30:24.605,0.12.1,60.0,"A multilingual react rich-text editor component includes media support such as texts, images, videos, audios, links..",449.0,373.0,14,22,https://www.npmjs.com/package/react-lz-editor,MIT,2018-03-31 07:30:24.605,76.0,750.0,750.0,False,3,,,,,,,,,,
147,React-Data-Export,securedeveloper/react-data-export,file-handling,react-data-export,https://github.com/securedeveloper/react-data-export,https://github.com/securedeveloper/react-data-export,2017-10-13 20:35:38.000,2021-04-14 13:58:02.000,2020-01-23 21:39:15.000,101,54.0,47.0,149,137.0,2020-01-20 11:33:32.229,0.6.0,13.0,Export dataset in react.,860.0,820.0,13,22,https://www.npmjs.com/package/react-data-export,MIT,2020-01-20 11:33:32.229,40.0,42788.0,42788.0,False,3,,,,,,,,,,
148,mozaik,plouc/mozaik,others,,https://github.com/plouc/mozaik,https://github.com/plouc/mozaik,2014-12-26 03:18:38.000,2021-06-28 18:58:24.000,2019-05-28 02:07:43.000,367,86.0,90.0,3525,520.0,2016-04-14 11:53:39.000,1.4.4,16.0,Mozak is a tool based on nodejs / react / redux / nivo / d3 to easily craft beautiful dashboards.,51.0,51.0,31,21,,MIT,,,,,False,3,,,,,,,,,,
149,ReactPivot,davidguttman/react-pivot,data-tables,react-pivot,https://github.com/davidguttman/react-pivot,https://github.com/davidguttman/react-pivot,2015-02-28 00:29:35.000,2021-05-12 02:23:10.000,2020-06-17 22:37:49.000,141,36.0,23.0,991,171.0,2020-06-17 22:38:08.272,4.4.0,49.0,"React-Pivot is a data-grid component with pivot-table-like functionality for data display, filtering, and exploration.",185.0,137.0,20,21,https://www.npmjs.com/package/react-pivot,MIT,2020-06-17 22:38:08.272,48.0,2605.0,2605.0,False,3,,http://davidguttman.github.io/react-pivot/,,,,,,,,
150,codejar,antonmedv/codejar,editors,codejar,https://github.com/antonmedv/codejar,https://github.com/antonmedv/codejar,2020-03-31 13:01:35.000,2021-06-26 11:24:20.000,2021-06-26 11:24:15.000,69,7.0,34.0,919,81.0,2021-06-26 11:24:23.000,3.5.0,12.0,An embeddable code editor for the browser.,111.0,111.0,17,21,https://www.npmjs.com/package/codejar,MIT,2021-06-26 11:24:10.978,0.0,5353.0,5353.0,True,3,,,,,,,,,,
151,atomic-layout,kettanaito/atomic-layout,others,atomic-layout,https://github.com/kettanaito/atomic-layout,https://github.com/kettanaito/atomic-layout,2018-05-09 15:52:48.000,2021-06-16 10:05:30.000,2021-05-08 09:22:55.000,26,23.0,159.0,961,683.0,2020-08-06 08:19:55.000,atomic-layout@0.16.2,65.0,Physical representation of layout composition to create declarative responsive layouts in React.,76.0,74.0,14,20,https://www.npmjs.com/package/atomic-layout,MIT,2020-08-06 08:18:56.996,2.0,2872.0,2872.0,True,3,,,,,,,,,,
152,react-design-editor,salgum1114/react-design-editor,editors,react-design-editor,https://github.com/salgum1114/react-design-editor,https://github.com/salgum1114/react-design-editor,2018-06-26 01:03:54.000,2021-05-27 04:51:05.000,2021-05-01 06:48:01.000,207,41.0,114.0,767,424.0,2021-05-01 06:55:33.892,0.0.34,34.0,"React Design Editor has started to developed direct manipulation of editable design tools like Powerpoint, We've..",7.0,5.0,3,20,https://www.npmjs.com/package/react-design-editor,MIT,2021-05-01 06:55:33.892,2.0,698.0,698.0,True,3,,,,,,,,,,
153,shards-react,designrevision/shards-react,ui-frameworks,shards-react,https://github.com/DesignRevision/shards-react,https://github.com/DesignRevision/shards-react,2018-12-27 17:50:22.000,2021-05-09 20:45:35.000,2019-02-25 18:54:18.000,68,31.0,8.0,676,9.0,2019-02-25 18:54:46.150,1.0.3,9.0,A beautiful and modern React design system.,2892.0,2752.0,1,20,https://www.npmjs.com/package/shards-react,MIT,2019-02-25 18:54:46.150,140.0,8032.0,8032.0,False,3,,,,,,,,,,
154,Monaco Yaml,pengx17/monaco-yaml,editors,monaco-yaml,https://github.com/pengx17/monaco-yaml,https://github.com/pengx17/monaco-yaml,2018-02-26 06:08:04.000,2021-04-28 15:50:59.000,2021-04-13 19:07:09.000,30,19.0,14.0,75,128.0,2020-10-05 10:36:15.031,2.5.1,12.0,YAML plugin for the Monaco Editor.,70.0,70.0,16,20,https://www.npmjs.com/package/monaco-yaml,MIT,2020-10-05 10:36:15.031,0.0,213333.0,213333.0,False,3,,,,,,,,,,
155,React Dashboard,flatlogic/react-dashboard,admin-dashboards,,https://github.com/flatlogic/react-dashboard,https://github.com/flatlogic/react-dashboard,2016-02-02 14:08:02.000,2021-06-15 22:56:20.000,2021-02-18 16:53:02.000,297,9.0,9.0,1321,1028.0,2020-10-07 10:43:47.000,1.4.0,5.0,"React Dashboard - isomorphic admin dashboard template (React.js, Bootstrap, Node.js, GraphQL, React Router, Babel,..",,,152,19,,MIT,,,,,True,2,['bootstrap'],https://flatlogic.com/templates/react-dashboard/demo,,,,,,,,
156,iconify,iconify/iconify,others,iconify,https://github.com/iconify/iconify,https://github.com/iconify/iconify,2017-02-22 15:23:59.000,2021-07-01 09:00:37.000,2021-07-01 09:00:13.000,23,10.0,52.0,609,208.0,2020-05-17 01:07:13.697,1.3.0,12.0,"Universal icon framework. One syntax for FontAwesome, Material Design Icons, DashIcons, Feather Icons, EmojiOne, Noto..",37.0,35.0,3,19,https://www.npmjs.com/package/iconify,Apache-2.0,2020-05-17 01:07:13.697,2.0,927.0,927.0,True,3,,,,,,,,,,
157,coreui-free-bootstrap-admin-template,coreui/coreui-free-bootstrap-admin-template,admin-dashboards,,https://github.com/coreui/coreui-free-bootstrap-admin-template,https://github.com/coreui/coreui-free-bootstrap-admin-template,2016-08-04 12:30:57.000,2021-07-05 15:45:38.000,2021-07-05 15:44:01.000,2882,21.0,442.0,10864,,2021-07-05 15:45:38.000,4.0.1,34.0,CoreUI is free bootstrap admin template.,,,26,18,,MIT,,,,1.0,True,2,,,,48.0,,,,,,
158,Remotion,remotion-dev/remotion,others,,https://github.com/remotion-dev/remotion,https://github.com/remotion-dev/remotion,2020-06-23 19:49:10.000,2021-07-15 11:32:22.000,2021-07-14 10:19:32.000,294,38.0,189.0,7796,,2021-07-13 12:14:50.000,2.2.0,35.0,Create videos programmatically in React.,139.0,139.0,60,18,,,,,,,False,3,,,,,,,,,,
159,Radix Primitives,radix-ui/primitives,ui-frameworks,@radix-ui/utils,https://github.com/radix-ui/primitives,https://github.com/radix-ui/primitives,2020-06-19 13:23:22.000,2021-07-15 14:17:00.000,2021-07-13 20:33:18.000,33,52.0,148.0,1121,,2021-01-27 10:06:42.425,0.0.3,3.0,"An open-source UI component library for building high-quality, accessible design systems and web apps. Maintained by..",2.0,2.0,10,18,https://www.npmjs.com/package/@radix-ui/utils,MIT,2021-01-27 10:06:42.425,0.0,11580.0,11580.0,True,3,,,1.0,,,,,,,
160,glide-data-grid,glideapps/glide-data-grid,data-tables,@glideapps/glide-data-grid,https://github.com/glideapps/glide-data-grid,https://github.com/glideapps/glide-data-grid,2020-10-28 04:19:29.000,2021-07-05 16:03:30.574,2021-07-05 16:02:19.000,40,10.0,18.0,507,,2021-07-05 16:03:30.574,2.2.3,60.0,"A high-performance React grid component, with rich rendering and first-class TypeScript support.",9.0,9.0,12,18,https://www.npmjs.com/package/@glideapps/glide-data-grid,MIT,2021-07-05 16:03:30.574,,1991.0,1991.0,True,3,,,,,,,,,,
161,dashboard-ui-kit,march08/dashboard-ui-kit,ui-frameworks,@duik/it,https://github.com/march08/dashboard-ui-kit,https://github.com/march08/dashboard-ui-kit,2019-02-27 06:58:38.000,2021-06-04 23:36:39.000,2020-05-19 14:07:37.000,23,18.0,10.0,176,202.0,2020-05-14 18:39:21.000,0.6.0,36.0,React UI components for rapid development.,21.0,20.0,1,18,https://www.npmjs.com/package/@duik/it,MIT,2020-05-14 18:31:07.948,1.0,862.0,862.0,False,3,,,,,,,,,,
162,React Material Admin,flatlogic/react-material-admin,admin-dashboards,,https://github.com/flatlogic/react-material-admin,https://github.com/flatlogic/react-material-admin,2019-04-24 12:47:06.000,2021-06-05 01:06:39.000,2021-04-13 09:36:57.000,376,13.0,19.0,1116,78.0,2021-02-02 10:54:17.000,1.3.2,8.0,React Material Admin is a React template built with Material-UI.,,,9,17,,MIT,,,,,True,3,['material-ui'],https://flatlogic.com/templates/react-material-admin/demo,,,,,,,,
163,orb,nnajm/orb,data-tables,orb,https://github.com/nnajm/orb,https://github.com/nnajm/orb,2014-11-11 13:09:07.000,2020-12-30 22:32:47.000,2020-12-30 22:32:47.000,160,72.0,23.0,523,78.0,2015-06-29 00:03:49.124,1.0.9,9.0,Pivot table javascript library.,21.0,17.0,2,17,https://www.npmjs.com/package/orb,MIT,2015-06-29 00:03:49.124,4.0,154.0,154.0,True,3,,https://nnajm.github.io/orb/,1.0,,,,,,,
164,react-nice-avatar,chilllab/react-nice-avatar,other-components,react-nice-avatar,https://github.com/chilllab/react-nice-avatar,https://github.com/chilllab/react-nice-avatar,2021-05-29 15:41:45.000,2021-07-02 03:04:01.000,2021-07-02 03:03:51.000,30,,6.0,460,,2021-06-28 11:58:31.619,1.2.1,13.0,react library for generating avatar.,12.0,12.0,8,17,https://www.npmjs.com/package/react-nice-avatar,MIT,2021-06-28 11:58:31.619,,751.0,751.0,True,3,,,,,,,,,,
165,reactdatagrid,inovua/reactdatagrid,data-tables,@inovua/reactdatagrid-community,https://github.com/inovua/reactdatagrid,https://github.com/inovua/reactdatagrid,2020-10-07 13:47:44.000,2021-07-15 07:35:24.000,2021-07-15 07:35:15.000,12,22.0,91.0,167,279.0,2021-07-15 07:36:00.000,4.1.24,70.0,Empower Your Data with the best React Data Grid there is.,0.0,,1,17,https://www.npmjs.com/package/@inovua/reactdatagrid-community,MIT,2021-07-15 07:34:47.101,0.0,4666.0,4666.0,True,3,,https://reactdatagrid.io/demo,,,,,,,,
166,React SaaS Template,dunky11/react-saas-template,admin-dashboards,,https://github.com/dunky11/react-saas-template,https://github.com/dunky11/react-saas-template,2020-01-30 23:38:23.000,2021-07-13 04:19:41.000,2021-07-12 13:40:36.000,269,,9.0,1147,1228.0,,,,Template for building an SaaS / admin website using React + Material-UI.,,,8,16,,MIT,,,,,True,3,,https://reactsaastemplate.com/,,,,,,,,
167,Material Kit React,devias-io/material-kit-react,admin-dashboards,,https://github.com/devias-io/material-kit-react,https://github.com/devias-io/material-kit-react,2019-05-02 15:25:39.000,2021-05-18 20:47:11.000,2021-04-18 07:25:48.000,1185,13.0,16.0,3137,,2019-07-29 07:50:25.000,1.0.0,1.0,"React Dashboard made with Material UIs components. Our pro template contains features like TypeScript version,..",,,8,15,,MIT,,,,,True,3,['material-ui'],https://react-material-dashboard.devias.io/app/dashboard,,,,,,,,
168,datav,datav-io/datav,others,,https://github.com/datav-io/datav,https://github.com/datav-io/datav,2017-09-28 03:36:52.000,2021-07-15 02:15:00.000,2021-07-15 02:14:51.000,461,2.0,4.0,2631,330.0,,,,"Beautiful and interactive data visualization platform, for metrics,logs,traces and big-screens.",,,4,15,,Apache-2.0,,,,,True,3,,,,,,,,,,
169,Luna,rvpanoz/luna,dev-tools,,https://github.com/rvpanoz/luna,https://github.com/rvpanoz/luna,2017-09-18 22:22:06.000,2020-11-01 09:43:41.000,2020-10-31 22:27:04.000,41,9.0,84.0,972,1491.0,2020-10-29 23:06:39.000,.3.4.6,26.0,Manage npm dependencies through a modern UI.,,,10,15,,GPL-3.0,,,,171.0,True,3,,,,7525.0,,,,,,
170,React Ansi,RaoHai/react-ansi,other-components,react-ansi,https://github.com/RaoHai/react-ansi,https://github.com/RaoHai/react-ansi,2019-05-29 15:39:22.000,2021-07-14 21:19:08.000,2020-12-17 09:06:28.000,4,4.0,2.0,17,115.0,2020-12-17 09:09:03.463,2.1.4,23.0,A foldable and searchable ansi log viewer for React.,11.0,11.0,4,15,https://www.npmjs.com/package/react-ansi,MIT,2020-12-17 09:09:03.463,,548.0,548.0,False,3,,,,,,,,,,
171,Volt React Dashboard,themesberg/volt-react-dashboard,admin-dashboards,,https://github.com/themesberg/volt-react-dashboard,https://github.com/themesberg/volt-react-dashboard,2021-01-20 16:17:34.000,2021-02-13 10:39:35.000,2021-02-13 10:39:35.000,96,1.0,2.0,367,44.0,2021-01-22 09:58:07.000,1.0.0,1.0,A React.js admin dashboard template and UI library based on Bootstrap 5.,1.0,1.0,3,12,,MIT,,,,,True,3,['bootstrap'],https://demo.themesberg.com/volt-react-dashboard/,,,,,,,,
172,Notus React,creativetimofficial/notus-react,admin-dashboards,,https://github.com/creativetimofficial/notus-react,https://github.com/creativetimofficial/notus-react,2020-09-01 07:23:16.000,2021-03-19 12:58:05.000,2021-03-19 12:57:49.000,84,,3.0,346,,2021-03-19 12:58:05.000,1.1.0,2.0,Notus React: Free Tailwind CSS UI Kit and Admin.,,,2,12,,MIT,,,,,True,3,,https://demos.creative-tim.com/notus-react/,,,,,,,,
173,matx-react,uilibrary/matx-react,admin-dashboards,,https://github.com/uilibrary/matx-react,https://github.com/uilibrary/matx-react,2020-01-16 10:56:54.000,2021-07-05 07:48:40.000,2021-07-05 07:45:12.000,181,2.0,9.0,470,18.0,,,,Matx React Redux Material Design Admin Dashboard Template.,,,2,11,,MIT,,,,,True,3,,,,,,,,,,
174,Material-UI Theme Creator,bareynol/mui-theme-creator,dev-tools,,https://github.com/bareynol/mui-theme-creator,https://github.com/bareynol/mui-theme-creator,2020-08-25 14:51:49.000,2020-08-27 18:19:42.000,2020-08-27 18:08:37.000,18,6.0,2.0,87,102.0,,,,A tool to help design and customize themes for the Material-UI component library. Includes basic site templates to..,,,1,7,,0BSD,,,,,False,3,['material-ui'],https://bareynol.github.io/mui-theme-creator/,,,,,,,,
