,name,github_id,npm_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,trending,demo_url,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
10,Draft JS,facebook/draft-js,draft-js,editors,https://github.com/facebook/draft-js,https://github.com/facebook/draft-js,MIT,2016-02-19 20:18:26.000,2021-06-03 18:42:39.000,2021-06-03 18:42:20.000,2334,839.0,947.0,20374,1114.0,2020-08-17 16:40:16.000,0.11.7,32.0,A React framework for building text editors.,107269.0,88851.0,305.0,36,https://www.npmjs.com/package/draft-js,2020-08-17 16:36:23.849,18418.0,2745012.0,2745012.0,True,1,,,,,,,,,,
11,Recharts,recharts/recharts,recharts,data-viz,https://github.com/recharts/recharts,https://github.com/recharts/recharts,MIT,2015-08-07 06:50:27.000,2021-05-23 02:17:12.000,2021-04-20 02:31:57.000,1248,181.0,1962.0,16422,1850.0,2021-03-24 03:50:34.413,2.0.9,178.0,Redefined chart library built with React and D3.,55419.0,48415.0,212.0,36,https://www.npmjs.com/package/recharts,2021-03-24 03:50:34.413,7004.0,2527237.0,2527237.0,True,1,,,http://recharts.org/en-US/examples,,,,,,,
12,React Dropzone,react-dropzone/react-dropzone,react-dropzone,file-handling,https://github.com/react-dropzone/react-dropzone,https://github.com/react-dropzone/react-dropzone,MIT,2014-09-27 11:57:09.000,2021-05-31 23:44:42.000,2021-03-26 07:58:15.000,701,22.0,635.0,8185,547.0,2021-03-26 08:00:38.000,11.3.2,145.0,Simple HTML5 drag-drop zone with React.js.,78094.0,67778.0,159.0,36,https://www.npmjs.com/package/react-dropzone,2021-03-26 08:00:32.355,10316.0,5572763.0,5572763.0,True,1,,1.0,https://react-dropzone.js.org/#section-basic-example,,,,,,,
13,Electron,electron/electron,electron,desktop-apps,https://github.com/electron/electron,https://github.com/electron/electron,MIT,2013-04-12 01:47:36.000,2021-06-01 04:00:09.000,,12367,1240.0,,92028,,2021-06-03 03:12:23.131,13.1.0,538.0,"Build cross-platform desktop apps with JavaScript, HTML, and CSS.",46992.0,,647.0,35,https://www.npmjs.com/package/electron,2021-05-31 17:16:31.957,46992.0,1937669.0,1937669.0,True,1,,,,,,,,,,
14,lerna,lerna/lerna,lerna,dev-tools,https://github.com/lerna/lerna,https://github.com/lerna/lerna,MIT,2015-12-04 09:36:55.000,2021-06-03 00:27:39.000,2021-06-02 22:46:25.000,1824,631.0,1459.0,28444,,2021-02-10 22:42:55.000,4.0.0,184.0,A tool for managing JavaScript projects with multiple packages.,110748.0,82586.0,271.0,35,https://www.npmjs.com/package/lerna,2021-02-10 22:42:31.218,28162.0,4880982.0,4880982.0,True,2,,,,,,,,,,
15,React Admin,marmelab/react-admin,react-admin,admin-dashboards,https://github.com/marmelab/react-admin,https://github.com/marmelab/react-admin,MIT,2016-07-13 07:58:54.000,2021-06-03 14:42:35.000,2021-06-03 11:24:09.000,3671,146.0,3001.0,16969,10306.0,2021-05-24 14:44:46.000,3.15.2,168.0,"A frontend Framework for building B2B applications running in the browser on top of REST/GraphQL APIs, using ES6,..",6657.0,6161.0,467.0,35,https://www.npmjs.com/package/react-admin,2021-05-24 14:43:49.192,496.0,184552.0,184552.0,True,1,['material-ui'],,https://marmelab.com/react-admin-demo/,,,,,,,
16,SheetJS,SheetJS/sheetjs,xlsx,file-handling,https://github.com/SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,Apache-2.0,2012-12-03 19:25:52.000,2021-05-29 06:37:54.000,2021-05-13 19:07:05.000,6716,494.0,1526.0,25733,500.0,2021-05-13 19:13:41.651,0.17.0,160.0,SheetJS Community Edition -- Spreadsheet Data Toolkit.,10645.0,1887.0,131.0,34,https://www.npmjs.com/package/xlsx,2021-05-13 19:13:41.651,8758.0,4573489.0,4573489.0,True,2,,1.0,,,,,,,,
17,ag-Grid,ag-grid/ag-grid,ag-grid-community,data-tables,https://github.com/ag-grid/ag-grid,https://github.com/ag-grid/ag-grid,MIT,2014-12-23 16:20:14.000,2021-06-03 14:55:39.000,2021-06-03 14:55:34.000,1278,27.0,3990.0,7244,21404.0,2021-05-04 14:40:21.814,25.2.1,100.0,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.,1463.0,817.0,116.0,33,https://www.npmjs.com/package/ag-grid-community,2021-05-27 07:29:42.415,646.0,938387.0,938387.0,True,1,,,,,,,,,,
18,React-Toastify,fkhadra/react-toastify,react-toastify,notifications,https://github.com/fkhadra/react-toastify,https://github.com/fkhadra/react-toastify,MIT,2016-11-08 12:32:52.000,2021-05-26 09:37:31.000,2021-04-23 12:34:23.000,368,23.0,420.0,6815,1039.0,2021-04-23 12:38:06.000,7.0.4,116.0,React notification made easy !.,97667.0,91731.0,68.0,33,https://www.npmjs.com/package/react-toastify,2021-04-23 12:37:40.399,5936.0,2639572.0,2639572.0,True,1,,,https://fkhadra.github.io/react-toastify/introduction/,,,,,,,
19,React Chartjs 2,reactchartjs/react-chartjs-2,react-chartjs-2,data-viz,https://github.com/reactchartjs/react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,MIT,2016-05-06 22:01:08.000,2021-06-02 09:49:25.000,2021-05-03 16:33:04.000,724,150.0,387.0,4066,279.0,2021-04-27 14:58:12.459,3.0.3,68.0,"React wrapper for Chart.js 2.0 and 3.0, the most popular charting library.",85756.0,79032.0,60.0,33,https://www.npmjs.com/package/react-chartjs-2,2021-04-27 14:58:12.459,6724.0,1529401.0,1529401.0,True,1,,,https://reactchartjs.github.io/react-chartjs-2/,,,,,,,
20,Slate,ianstormtaylor/slate,slate,editors,https://github.com/ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,MIT,2016-06-18 01:52:42.000,2021-06-02 09:09:47.000,2021-06-01 23:57:10.000,2313,423.0,2190.0,20808,,2021-06-01 19:11:41.000,slate-react@0.65.0,509.0,A completely customizable framework for building rich text editors. (Currently in beta.).,65860.0,58862.0,405.0,32,https://www.npmjs.com/package/slate,2021-04-01 02:10:51.453,6998.0,843799.0,843799.0,True,2,,,https://www.slatejs.org/examples/richtext,,,,,,,
21,Blueprint,palantir/blueprint,@blueprintjs/core,ui-frameworks,https://github.com/palantir/blueprint,https://github.com/palantir/blueprint,Apache-2.0,2016-10-25 21:17:50.000,2021-06-03 17:25:42.000,2021-05-27 18:32:29.000,1873,575.0,1865.0,17806,,2021-05-27 18:36:51.021,3.45.0,147.0,A React-based UI toolkit for the web.,11308.0,9230.0,281.0,32,https://www.npmjs.com/package/@blueprintjs/core,2021-04-13 17:30:43.042,2078.0,699917.0,699917.0,True,3,,,https://blueprintjs.com/docs/,,,,,,,
22,Handsontable,handsontable/handsontable,handsontable,data-tables,https://github.com/handsontable/handsontable,https://github.com/handsontable/handsontable,ICU,2011-05-23 22:38:58.000,2021-06-02 10:55:04.000,2021-06-01 10:28:37.000,2596,590.0,6037.0,15230,7107.0,2021-06-01 10:38:18.000,9.0.0,100.0,"JavaScript data grid with a spreadsheet look & feel. Works for React, Angular, and Vue. Supported by the Handsontable..",4374.0,3650.0,118.0,32,https://www.npmjs.com/package/handsontable,2021-06-01 10:31:01.460,724.0,298014.0,298014.0,False,1,,,https://handsontable.com/examples,,,,,,,
23,nivo,plouc/nivo,@nivo/core,data-viz,https://github.com/plouc/nivo,https://github.com/plouc/nivo,MIT,2016-04-16 03:27:56.000,2021-06-03 13:11:34.000,2021-06-03 12:26:00.000,693,129.0,927.0,8812,1348.0,2021-05-27 18:08:16.000,0.70.1,54.0,"nivo provides a rich set of dataviz components, built on top of the awesome d3 and Reactjs libraries.",1394.0,1092.0,145.0,32,https://www.npmjs.com/package/@nivo/core,2021-05-27 18:04:52.036,302.0,853675.0,853675.0,True,2,,,https://nivo.rocks/components/,,,,,,,
24,Grommet,grommet/grommet,grommet,ui-frameworks,https://github.com/grommet/grommet,https://github.com/grommet/grommet,Apache-2.0,2015-03-24 08:54:10.000,2021-06-03 17:36:11.000,2021-06-03 03:43:11.000,876,208.0,2395.0,7275,5837.0,2021-04-29 16:40:37.000,2.17.2,132.0,"a react-based framework that provides accessibility, modularity, responsiveness, and theming in a tidy package.",7743.0,6511.0,292.0,32,https://www.npmjs.com/package/grommet,2021-04-29 16:33:44.661,1232.0,97000.0,97027.0,True,3,,,https://v2.grommet.io/components,1722.0,,,,,,
25,material-table,mbrn/material-table,material-table,data-tables,https://github.com/mbrn/material-table,https://github.com/mbrn/material-table,MIT,2018-08-06 13:15:08.000,2021-06-03 08:51:36.000,2021-04-21 11:22:33.000,922,181.0,2161.0,3010,1576.0,2020-11-17 09:24:46.731,1.69.2,186.0,Datatable for React based on material-ui's table with additional features.,15020.0,14492.0,198.0,32,https://www.npmjs.com/package/material-table,2020-11-17 09:24:46.731,528.0,526451.0,526451.0,True,1,['material-ui'],,,,,,,,,
26,emotion,emotion-js/emotion,@emotion/react,styling,https://github.com/emotion-js/emotion,https://github.com/emotion-js/emotion,MIT,2017-05-27 04:23:45.000,2021-06-01 02:19:28.000,2021-05-31 10:22:52.000,825,107.0,1183.0,13126,,2021-05-07 00:52:02.000,@emotion/cache@11.4.0,100.0,CSS-in-JS library designed for high performance style composition.,13820.0,13820.0,260.0,31,https://www.npmjs.com/package/@emotion/react,2021-05-07 00:51:52.620,0.0,3726043.0,3726043.0,True,3,,,,,,,,,,
27,Victory,FormidableLabs/victory,victory,data-viz,https://github.com/FormidableLabs/victory,https://github.com/FormidableLabs/victory,MIT,2015-07-02 22:36:50.000,2021-06-01 19:32:31.000,2021-06-01 19:32:17.000,433,150.0,1215.0,8892,,2021-06-01 19:32:25.324,35.8.4,198.0,A collection of composable React components for building interactive data visualizations.,10312.0,8940.0,234.0,31,https://www.npmjs.com/package/victory,2021-06-01 19:32:25.324,1372.0,574082.0,574082.0,True,2,,,https://formidable.com/open-source/victory/gallery/,,,,,,,
28,React Ace,securingsincity/react-ace,react-ace,editors,https://github.com/securingsincity/react-ace,https://github.com/securingsincity/react-ace,MIT,2014-11-29 05:15:14.000,2021-06-03 05:09:32.000,2021-06-01 13:52:47.000,516,107.0,283.0,3099,853.0,2021-03-28 00:46:55.237,9.4.0,92.0,React Ace Component.,15681.0,12101.0,116.0,31,https://www.npmjs.com/package/react-ace,2021-03-28 00:46:55.237,3580.0,1293446.0,1293458.0,True,2,,,https://securingsincity.github.io/react-ace/,894.0,,,,,,
29,react-json-view,mac-s-g/react-json-view,react-json-view,file-handling,https://github.com/mac-s-g/react-json-view,https://github.com/mac-s-g/react-json-view,MIT,2017-03-26 06:01:36.000,2021-05-24 07:21:48.000,2021-03-09 03:27:31.000,291,108.0,87.0,2061,732.0,2021-03-09 03:08:46.252,1.21.3,111.0,JSON viewer for react.,16159.0,15165.0,33.0,31,https://www.npmjs.com/package/react-json-view,2021-03-09 03:08:46.252,994.0,1053818.0,1053818.0,True,2,,,https://mac-s-g.github.io/react-json-view/demo/dist/,,,,,,,
30,Notistack,iamhosseindhv/notistack,notistack,notifications,https://github.com/iamhosseindhv/notistack,https://github.com/iamhosseindhv/notistack,MIT,2018-08-04 21:05:47.000,2021-06-02 09:32:46.000,2021-05-19 19:33:44.000,184,24.0,240.0,2051,475.0,2021-05-19 19:34:09.737,1.0.9,82.0,Highly customizable notification snackbars (toasts) that can be stacked on top of each other.,10740.0,10234.0,43.0,31,https://www.npmjs.com/package/notistack,2021-04-25 01:29:50.289,506.0,1119272.0,1119272.0,True,3,['material-ui'],,https://iamhosseindhv.com/notistack/demos,,,,,,,
31,Rebass,rebassjs/rebass,rebass,ui-frameworks,https://github.com/rebassjs/rebass,https://github.com/rebassjs/rebass,MIT,2015-02-11 14:48:09.000,2021-06-01 14:36:27.000,2021-05-18 14:00:46.000,555,42.0,428.0,7328,2018.0,2019-10-28 19:08:45.057,4.0.7,109.0,React primitive UI components built with styled-system.,10641.0,9153.0,58.0,30,https://www.npmjs.com/package/rebass,2019-10-28 19:08:45.057,1488.0,306968.0,306968.0,True,3,,,https://codesandbox.io/s/github/rebassjs/rebass/tree/master/examples/sandbox,,,,,,,
32,BizCharts,alibaba/BizCharts,bizcharts,data-viz,https://github.com/alibaba/BizCharts,https://github.com/alibaba/BizCharts,MIT,2017-11-10 08:27:54.000,2021-05-18 05:52:25.399,2021-04-29 06:26:52.000,604,255.0,962.0,5615,948.0,2021-04-19 07:24:38.000,4.1.10,212.0,Powerful data visualization library based on G2 and React.,12094.0,10862.0,76.0,30,https://www.npmjs.com/package/bizcharts,2021-05-18 05:52:25.399,1232.0,124278.0,124278.0,True,2,,,,,,,,,,
33,React Suite,rsuite/rsuite,rsuite,ui-frameworks,https://github.com/rsuite/rsuite,https://github.com/rsuite/rsuite,MIT,2016-06-06 02:27:46.000,2021-06-03 16:27:39.000,2021-05-31 14:41:38.000,553,139.0,415.0,5578,1640.0,2021-05-13 08:00:58.137,4.10.1,219.0,A suite of React components .,3445.0,3313.0,53.0,30,https://www.npmjs.com/package/rsuite,2021-05-17 09:14:51.031,132.0,65569.0,65569.0,True,3,,,https://rsuitejs.com/components/overview/,,,,,,,
34,MUI-Datatables,gregnb/mui-datatables,mui-datatables,data-tables,https://github.com/gregnb/mui-datatables,https://github.com/gregnb/mui-datatables,MIT,2017-11-04 19:49:44.000,2021-05-26 21:10:30.000,2021-04-03 07:24:59.000,727,470.0,774.0,2031,925.0,2021-04-03 07:27:55.000,3.7.7,143.0,Datatables for React using Material-UI - https://www.material-ui-datatables.com.,5021.0,4767.0,129.0,30,https://www.npmjs.com/package/mui-datatables,2021-04-03 07:27:06.513,254.0,203459.0,203459.0,True,2,['material-ui'],,,,,,,,,
35,docz,doczjs/docz,docz,dev-tools,https://github.com/pedronauck/docz,https://github.com/pedronauck/docz,MIT,2018-03-17 04:24:10.000,2021-06-03 19:42:51.000,2021-06-03 19:42:39.000,1288,78.0,1101.0,20318,,2020-04-05 08:58:58.000,2.3.1,273.0,It has never been so easy to document your things!.,6730.0,5358.0,127.0,29,https://www.npmjs.com/package/docz,2020-04-07 10:55:25.773,1372.0,172836.0,172836.0,True,2,,-3.0,,,pedronauck/docz,,,,,
36,visx,airbnb/visx,@visx/group,data-viz,https://github.com/airbnb/visx,https://github.com/airbnb/visx,MIT,2017-03-15 16:25:41.000,2021-06-03 05:46:20.000,2021-06-03 05:44:04.000,498,89.0,461.0,13367,2910.0,2021-03-08 20:16:56.000,1.6.1,76.0,visx | visualization components.,51.0,51.0,112.0,29,https://www.npmjs.com/package/@visx/group,2021-03-08 20:10:00.881,0.0,212601.0,212601.0,True,3,,,https://airbnb.io/visx/gallery,,,,,,,
37,Evergreen,segmentio/evergreen,evergreen-ui,ui-frameworks,https://github.com/segmentio/evergreen,https://github.com/segmentio/evergreen,MIT,2017-07-30 10:03:14.000,2021-05-30 18:27:02.000,2021-05-24 15:15:01.000,653,82.0,307.0,10769,724.0,2021-05-18 19:02:50.000,6.0.1,207.0,Evergreen React UI Framework by Segment.,2387.0,2237.0,111.0,29,https://www.npmjs.com/package/evergreen-ui,2021-05-18 18:02:56.772,150.0,32997.0,32997.0,True,3,,,,,,,,,,
38,react-monaco-editor,react-monaco-editor/react-monaco-editor,react-monaco-editor,editors,https://github.com/react-monaco-editor/react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,MIT,2016-09-05 07:11:05.000,2021-03-30 15:09:25.000,2021-03-30 15:09:15.000,270,20.0,224.0,2237,349.0,2021-03-15 17:34:44.054,0.43.0,69.0,Monaco Editor for React.,9863.0,9267.0,60.0,29,https://www.npmjs.com/package/react-monaco-editor,2021-03-15 17:34:44.054,596.0,354654.0,354654.0,True,2,,-1.0,,,,,,,,
39,React Data Table,jbetancur/react-data-table-component,react-data-table-component,data-tables,https://github.com/jbetancur/react-data-table-component,https://github.com/jbetancur/react-data-table-component,Apache-2.0,2018-03-16 04:31:39.000,2021-05-26 15:08:01.000,2021-05-19 10:35:46.000,204,40.0,472.0,1007,787.0,2021-05-19 10:37:54.000,7.0.0-alpha-11,146.0,"A responsive table library with built-in sorting, pagination, selection, expandable rows, and customizable styling.",4093.0,4005.0,37.0,29,https://www.npmjs.com/package/react-data-table-component,2021-05-19 10:36:54.524,88.0,146547.0,146547.0,True,2,,,https://jbetancur.github.io/react-data-table-component/,,,,,,,
40,react-csv,react-csv/react-csv,react-csv,file-handling,https://github.com/react-csv/react-csv,https://github.com/react-csv/react-csv,MIT,2016-11-25 12:55:39.000,2021-05-09 05:16:50.000,2020-07-09 05:32:23.000,216,108.0,115.0,773,164.0,2020-04-01 19:55:11.000,2.0.3,30.0,React components to build CSV files on the fly basing on Array/literal object of data.,6916.0,6394.0,26.0,29,https://www.npmjs.com/package/react-csv,2020-04-01 16:36:39.880,522.0,814530.0,814530.0,True,3,,,,,,,,,,
41,react-vis,uber/react-vis,react-vis,data-viz,https://github.com/uber/react-vis,https://github.com/uber/react-vis,MIT,2016-02-22 20:45:50.000,2021-05-10 16:45:03.000,2020-07-13 14:33:01.000,820,322.0,504.0,7859,876.0,2019-04-19 03:58:15.000,1.11.7,99.0,Data Visualization Components.,1048.0,,122.0,28,https://www.npmjs.com/package/react-vis,2017-04-22 00:52:57.632,1048.0,278848.0,278848.0,True,3,,,http://uber.github.io/react-vis/examples/showcases/,,,,,,,
42,React-Move,sghall/react-move,react-move,animations,https://github.com/sghall/react-move,https://github.com/sghall/react-move,MIT,2017-03-20 15:38:13.000,2021-05-12 19:36:22.000,2021-02-03 23:11:22.000,196,4.0,35.0,6310,508.0,2020-06-30 01:48:33.306,6.3.0,58.0,"React Move | Beautiful, data-driven animations for React.",4327.0,3681.0,12.0,28,https://www.npmjs.com/package/react-move,2020-06-30 01:48:33.306,646.0,429736.0,429736.0,True,1,,,https://react-move-docs.netlify.app/#/demos/node-group,,,,,,,
43,react-data-grid,adazzle/react-data-grid,react-data-grid,data-tables,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,MIT,2015-03-06 10:15:04.000,2021-05-28 13:16:49.000,2021-05-28 13:14:10.000,1838,116.0,1116.0,4611,,2019-04-03 17:25:26.810,6.1.0,1000.0,"Excel-like grid component built with React, with editors, keyboard navigation, copy & paste, and the like.",5197.0,4315.0,121.0,28,https://www.npmjs.com/package/react-data-grid,2021-05-26 14:56:53.386,882.0,257150.0,257150.0,True,2,,,,,,,,,,
44,Reactive Search,appbaseio/reactivesearch,@appbaseio/reactivesearch,other-components,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,Apache-2.0,2017-02-15 15:21:24.000,2021-06-03 19:39:22.000,2021-06-03 19:39:11.000,444,175.0,856.0,4431,2378.0,2021-05-27 14:32:32.000,3.18.1,275.0,Search UI components for React and Vue: powered by appbase.io / Elasticsearch.,296.0,112.0,60.0,28,https://www.npmjs.com/package/@appbaseio/reactivesearch,2021-05-27 14:11:52.290,184.0,19659.0,19659.0,True,1,,,https://opensource.appbase.io/reactivesearch/#examples,,,,,,,
45,react-sortable-tree,frontend-collective/react-sortable-tree,react-sortable-tree,other-components,https://github.com/frontend-collective/react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,MIT,2016-07-22 08:36:25.000,2021-05-31 06:53:00.000,2020-08-10 07:57:42.000,736,307.0,293.0,4115,552.0,2020-08-10 08:00:07.000,2.8.0,65.0,Drag-and-drop sortable component for nested data and hierarchies.,2679.0,2331.0,37.0,28,https://www.npmjs.com/package/react-sortable-tree,2020-08-10 07:56:50.631,348.0,330647.0,330647.0,True,1,,,https://frontend-collective.github.io/react-sortable-tree/?path=/story/basics--minimal-implementation,,,,,,,
46,react-mde,andrerpena/react-mde,react-mde,editors,https://github.com/andrerpena/react-mde,https://github.com/andrerpena/react-mde,MIT,2016-11-26 18:10:16.000,2021-05-20 07:18:16.000,2021-05-04 08:58:36.000,135,52.0,144.0,1253,764.0,2021-05-04 08:58:15.604,11.5.0,111.0,React Markdown Editor.,1420.0,1282.0,50.0,28,https://www.npmjs.com/package/react-mde,2021-05-04 08:58:15.604,138.0,93011.0,93011.0,True,3,,,http://andrerpena.me/react-mde/,,,,,,,
47,material-ui-chip-input,TeamWertarbyte/material-ui-chip-input,material-ui-chip-input,other-components,https://github.com/TeamWertarbyte/material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,MIT,2016-09-07 16:47:10.000,2021-04-13 10:30:39.000,2020-09-08 13:18:49.000,172,32.0,232.0,703,305.0,2019-12-01 15:35:30.000,1.1.0,73.0,A chip input field using Material-UI.,4499.0,3673.0,48.0,28,https://www.npmjs.com/package/material-ui-chip-input,2019-08-03 17:18:32.033,826.0,198798.0,198798.0,True,1,['material-ui'],,https://mui.wertarbyte.com/#material-ui-chip-input,,,,,,,
48,Ant Design Pro,ant-design/ant-design-pro,,admin-dashboards,https://github.com/ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,MIT,2017-08-25 10:40:44.000,2021-06-03 09:26:37.000,2021-05-18 01:58:59.000,6762,96.0,7074.0,29239,2288.0,2020-12-18 07:06:21.000,4.3.0,22.0,Use Ant Design like a Pro!.,2190.0,2190.0,279.0,27,,,,,,True,2,['ant-design'],,https://preview.pro.ant.design/,,,,,,,
