,name,github_id,category,npm_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,license,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,demo_url,github_release_downloads,trending,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
10,Bootstrap React,react-bootstrap/react-bootstrap,ui-frameworks,react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,2013-12-27 19:06:07.000,2021-07-22 13:52:43.000,2021-07-21 00:08:49.000,3127,141.0,2962.0,19679,4143.0,2021-06-04 00:04:42.000,1.6.1,172.0,Bootstrap components built with React.,568366.0,509524.0,446,39,https://www.npmjs.com/package/react-bootstrap,MIT,2021-07-20 00:16:22.891,58842.0,3768844.0,3769443.0,True,1,"['bootstrap""']",,50340.0,,,,,,,
11,winston,winstonjs/winston,utils,winston,https://github.com/winstonjs/winston,https://github.com/winstonjs/winston,2010-12-29 18:49:51.000,2021-07-12 05:53:04.000,2020-08-29 06:01:13.000,1489,355.0,896.0,17543,1356.0,2020-06-23 22:31:38.000,3.3.3,83.0,A logger for just about everything.,514066.0,395084.0,344,39,https://www.npmjs.com/package/winston,MIT,2020-06-23 22:31:24.942,118982.0,25702059.0,25702059.0,True,2,,,,,,,,,,
12,Tailewind CSS,tailwindlabs/tailwindcss,styling,tailwindcss,https://github.com/tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,2017-10-06 14:59:14.000,2021-07-21 19:47:27.000,2021-07-21 19:47:24.000,2088,86.0,1560.0,44831,4035.0,2021-07-21 19:47:17.000,2.2.6,194.0,A utility-first CSS framework for rapid UI development.,261933.0,256545.0,191,38,https://www.npmjs.com/package/tailwindcss,MIT,2021-07-21 19:45:09.116,5388.0,3740430.0,3740430.0,True,1,,,,,,,,,,
13,enzyme,enzymejs/enzyme,testing,enzyme,https://github.com/enzymejs/enzyme,https://github.com/enzymejs/enzyme,2015-11-10 21:45:38.000,2021-07-17 20:34:59.000,2021-06-15 18:14:30.000,2082,281.0,1476.0,19631,1961.0,2019-12-20 00:08:40.725,3.11.0,54.0,JavaScript Testing utilities for React.,490602.0,387732.0,396,38,https://www.npmjs.com/package/enzyme,MIT,2019-12-20 00:08:40.725,102870.0,9947580.0,9947580.0,True,3,,,,,,,,,,
14,bulma,jgthms/bulma,ui-frameworks,bulma,https://github.com/jgthms/bulma,https://github.com/jgthms/bulma,2016-01-23 23:48:34.000,2021-07-20 09:10:20.000,2021-07-20 09:10:12.000,3767,323.0,2146.0,43924,1629.0,2021-06-18 17:45:30.000,0.9.3,59.0,Modern CSS framework based on Flexbox.,180630.0,159886.0,372,37,https://www.npmjs.com/package/bulma,MIT,2021-06-18 17:42:02.342,20744.0,1070570.0,1082298.0,True,2,,,527797.0,,,,,,,
15,react-slick,akiran/react-slick,other-components,react-slick,https://github.com/akiran/react-slick,https://github.com/akiran/react-slick,2014-11-16 05:14:39.000,2021-07-16 06:46:06.000,2021-03-08 05:01:23.000,1866,374.0,1148.0,9687,1209.0,2021-03-08 05:01:08.649,0.28.1,114.0,React carousel component.,150751.0,132357.0,148,37,https://www.npmjs.com/package/react-slick,MIT,2021-03-08 05:01:08.649,18394.0,3314144.0,3314144.0,True,1,,,,,,,,,,
16,Styled Components,styled-components/styled-components,styling,styled-components,https://github.com/styled-components/styled-components,https://github.com/styled-components/styled-components,2016-08-16 06:41:32.000,2021-07-20 10:50:26.000,2021-07-09 21:34:03.000,2107,266.0,2138.0,34226,,2021-05-05 02:17:54.000,5.3.0,287.0,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress.,770790.0,716478.0,315,36,https://www.npmjs.com/package/styled-components,MIT,2021-05-05 02:17:02.605,54312.0,11909979.0,11909979.0,True,2,,,,,,,,,,
17,preact,preactjs/preact,others,preact,https://github.com/preactjs/preact,https://github.com/preactjs/preact,2015-09-11 02:40:18.000,2021-07-16 19:09:38.000,2021-07-14 15:53:53.000,1618,217.0,1265.0,29516,4892.0,2021-07-01 16:57:57.000,10.5.14,182.0,Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,60764.0,49242.0,282,36,https://www.npmjs.com/package/preact,MIT,2021-07-01 16:55:57.821,11522.0,3001778.0,3001778.0,True,1,,,,,,,,,,
18,react-virtualized,bvaughn/react-virtualized,data-tables,react-virtualized,https://github.com/bvaughn/react-virtualized,https://github.com/bvaughn/react-virtualized,2015-11-03 00:48:07.000,2021-07-19 11:44:53.000,2021-05-17 21:35:30.000,2752,404.0,704.0,22118,1984.0,2020-12-18 22:18:53.000,9.22.3,294.0,React components for efficiently rendering large lists and tabular data.,39048.0,33592.0,214,36,https://www.npmjs.com/package/react-virtualized,MIT,2018-06-01 16:00:52.806,5456.0,3310851.0,3310851.0,True,1,,https://bvaughn.github.io/react-virtualized/#/components/List,,,,,,,,
19,react-hook-form,react-hook-form/react-hook-form,others,react-hook-form,https://github.com/react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,2019-03-05 23:47:10.000,2021-07-22 13:28:03.000,2021-07-22 12:57:20.000,1010,13.0,2455.0,22116,2746.0,2021-07-16 23:43:38.000,7.11.1,851.0,React Hooks for forms validation (Web + React Native).,71994.0,71740.0,165,36,https://www.npmjs.com/package/react-hook-form,MIT,2021-07-17 00:12:29.874,254.0,3900116.0,3900116.0,True,1,,,,,,,,,,
20,Draft JS,facebook/draft-js,editors,draft-js,https://github.com/facebook/draft-js,https://github.com/facebook/draft-js,2016-02-19 20:18:26.000,2021-07-19 13:54:58.000,2021-07-12 17:02:23.000,2387,877.0,949.0,20585,1121.0,2020-08-17 16:40:16.000,0.11.7,32.0,A React framework for building text editors.,109800.0,91382.0,307,36,https://www.npmjs.com/package/draft-js,MIT,2020-08-17 16:36:23.849,18418.0,3004493.0,3004493.0,True,1,,,,,,,,,,
21,Recharts,recharts/recharts,data-viz,recharts,https://github.com/recharts/recharts,https://github.com/recharts/recharts,2015-08-07 06:50:27.000,2021-07-21 16:19:56.000,2021-07-13 02:31:05.000,1270,210.0,1966.0,16688,1853.0,2021-07-13 02:31:20.327,2.0.10,179.0,Redefined chart library built with React and D3.,58636.0,51632.0,214,36,https://www.npmjs.com/package/recharts,MIT,2021-07-13 02:31:20.327,7004.0,2596445.0,2596445.0,True,1,,http://recharts.org/en-US/examples,,,,,,,,
22,react-table,tannerlinsley/react-table,data-tables,react-table,https://github.com/tannerlinsley/react-table,https://github.com/tannerlinsley/react-table,2016-10-20 17:25:08.000,2021-07-17 01:02:24.000,2021-06-09 14:08:15.000,1984,174.0,1761.0,14632,1390.0,2021-04-25 22:58:23.000,7.7.0,216.0,Hooks for building fast and extendable tables and datagrids for React.,38945.0,35405.0,266,36,https://www.npmjs.com/package/react-table,MIT,2021-04-25 22:58:20.146,3540.0,3031038.0,3031038.0,True,1,,,,,,,,,,
23,sweetalert2,sweetalert2/sweetalert2,other-components,sweetalert2,https://github.com/sweetalert2/sweetalert2,https://github.com/sweetalert2/sweetalert2,2015-01-03 16:15:52.000,2021-07-19 08:25:47.248,2021-07-19 08:25:37.000,1346,8.0,1406.0,13205,2590.0,2021-07-19 08:26:12.000,11.0.19,579.0,"A beautiful, responsive, highly customizable and accessible (WAI-ARIA) replacement for JavaScript's popup boxes. Zero..",110286.0,103394.0,113,36,https://www.npmjs.com/package/sweetalert2,MIT,2021-07-19 08:25:47.248,6892.0,1292606.0,1295361.0,True,1,,,41327.0,,,,,,,
24,Semantic UI React,Semantic-Org/Semantic-UI-React,ui-frameworks,semantic-ui-react,https://github.com/Semantic-Org/Semantic-UI-React,https://github.com/Semantic-Org/Semantic-UI-React,2015-06-19 16:47:19.000,2021-07-22 13:50:02.000,2021-07-01 11:15:51.000,3638,147.0,2267.0,12362,3068.0,2021-01-25 15:14:00.000,2.0.3,148.0,The official Semantic-UI-React integration.,140051.0,123121.0,309,36,https://www.npmjs.com/package/semantic-ui-react,MIT,2021-01-20 19:57:11.349,16930.0,926537.0,926537.0,True,2,,https://react.semantic-ui.com/elements/button/,,,,,,,,
25,React Dropzone,react-dropzone/react-dropzone,file-handling,react-dropzone,https://github.com/react-dropzone/react-dropzone,https://github.com/react-dropzone/react-dropzone,2014-09-27 11:57:09.000,2021-07-20 09:18:29.000,2021-06-25 04:12:04.000,703,13.0,648.0,8324,551.0,2021-06-25 04:04:03.000,11.3.4,147.0,Simple HTML5 drag-drop zone with React.js.,81009.0,70693.0,163,36,https://www.npmjs.com/package/react-dropzone,MIT,2021-06-25 04:04:00.853,10316.0,5964931.0,5964931.0,True,1,,https://react-dropzone.js.org/#section-basic-example,,,,,,,,
26,log4js-node,log4js-node/log4js-node,utils,log4js,https://github.com/log4js-node/log4js-node,https://github.com/log4js-node/log4js-node,2010-01-17 00:57:58.000,2021-07-14 13:06:30.000,2020-05-25 03:14:20.000,734,117.0,620.0,5047,1541.0,2020-05-24 23:01:08.195,6.3.0,134.0,A port of log4js to node.js.,1319582.0,1141612.0,159,36,https://www.npmjs.com/package/log4js,Apache-2.0,2020-05-24 23:01:08.195,177970.0,11107290.0,11107290.0,False,3,,,,,,,,,,
27,loglevel,pimterry/loglevel,utils,loglevel,https://github.com/pimterry/loglevel,https://github.com/pimterry/loglevel,2013-03-23 20:35:58.000,2021-06-16 12:15:38.000,2021-05-07 10:58:47.000,157,16.0,101.0,2043,286.0,2020-11-25 14:19:46.171,1.7.1,26.0,"Minimal lightweight logging for JavaScript, adding reliable log level methods to wrap any available console.log methods.",5459430.0,4880126.0,29,36,https://www.npmjs.com/package/loglevel,MIT,2020-11-25 14:19:46.171,579304.0,43394006.0,43394006.0,True,3,,,,,,,,,,
28,Electron,electron/electron,desktop-apps,electron,https://github.com/electron/electron,https://github.com/electron/electron,2013-04-12 01:47:36.000,2021-07-22 16:34:06.410,,12516,1224.0,,94500,,2021-07-15 19:38:18.046,13.1.7,564.0,"Build cross-platform desktop apps with JavaScript, HTML, and CSS.",46992.0,,647,35,https://www.npmjs.com/package/electron,MIT,2021-07-22 16:34:06.410,46992.0,1922368.0,1922368.0,True,1,,,,,,,,,,
29,lerna,lerna/lerna,dev-tools,lerna,https://github.com/lerna/lerna,https://github.com/lerna/lerna,2015-12-04 09:36:55.000,2021-07-20 07:18:26.000,2021-06-02 22:46:25.000,1879,654.0,1464.0,29138,,2021-02-10 22:42:55.000,4.0.0,184.0,A tool for managing JavaScript projects with multiple packages.,115833.0,87671.0,271,35,https://www.npmjs.com/package/lerna,MIT,2021-02-10 22:42:31.218,28162.0,4996251.0,4996251.0,True,2,,,,,,,,,,
30,react-beautiful-dnd,atlassian/react-beautiful-dnd,other-components,react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,2017-08-09 03:37:15.000,2021-07-21 23:08:22.000,2021-06-17 02:58:48.000,1786,440.0,981.0,24328,785.0,2021-03-21 23:46:09.000,13.1.0,93.0,Beautiful and accessible drag and drop for lists with React.,29618.0,27634.0,123,35,https://www.npmjs.com/package/react-beautiful-dnd,Apache-2.0,2021-03-21 23:24:40.308,1984.0,3674927.0,3674927.0,True,2,,,,,,,,,,
31,react-use,streamich/react-use,others,react-use,https://github.com/streamich/react-use,https://github.com/streamich/react-use,2018-10-27 10:16:05.000,2021-07-13 09:05:46.000,2021-05-14 11:29:10.000,1731,373.0,204.0,23944,2748.0,2021-04-23 14:17:08.000,17.2.4,260.0,React Hooks.,14582.0,14074.0,177,35,https://www.npmjs.com/package/react-use,Unlicense,2021-04-23 14:17:04.023,508.0,2040071.0,2040071.0,True,2,,,,,,,,,,
32,react-query,tannerlinsley/react-query,data-fetching,react-query,https://github.com/tannerlinsley/react-query,https://github.com/tannerlinsley/react-query,2019-09-10 19:23:58.000,2021-07-21 13:46:30.000,2021-07-16 17:29:37.000,1027,35.0,684.0,21409,1300.0,2021-07-16 10:59:21.000,3.19.0,372.0,"Hooks for fetching, caching and updating asynchronous data in React.",17578.0,17568.0,321,35,https://www.npmjs.com/package/react-query,MIT,2021-07-16 10:59:17.656,10.0,2281584.0,2281584.0,True,1,,,,1.0,,,,,,
33,localForage,localForage/localForage,state-management,localforage,https://github.com/localForage/localForage,https://github.com/localForage/localForage,2013-10-31 00:10:06.000,2021-04-07 03:28:45.000,2020-07-31 18:35:14.000,1110,203.0,485.0,19266,1118.0,2020-08-01 10:10:21.654,1.9.0,61.0,"Offline storage, improved. Wraps IndexedDB, WebSQL, or localStorage using a simple but powerful API.",204534.0,176074.0,110,35,https://www.npmjs.com/package/localforage,Apache-2.0,2020-08-01 10:10:21.654,28460.0,4572460.0,4572684.0,True,1,,,19740.0,,,,,,,
34,React Admin,marmelab/react-admin,admin-dashboards,react-admin,https://github.com/marmelab/react-admin,https://github.com/marmelab/react-admin,2016-07-13 07:58:54.000,2021-07-22 16:41:19.000,2021-07-22 16:41:19.000,3755,132.0,3072.0,17371,10564.0,2021-07-09 13:32:12.000,3.17.0,176.0,"A frontend Framework for building B2B applications running in the browser on top of REST/GraphQL APIs, using ES6,..",7144.0,6648.0,476,35,https://www.npmjs.com/package/react-admin,MIT,2021-07-09 13:26:27.108,496.0,181234.0,181234.0,True,1,['material-ui'],https://marmelab.com/react-admin-demo/,,,,,,,,
35,umi,umijs/umi,cms-frameworks,umi,https://github.com/umijs/umi,https://github.com/umijs/umi,2017-11-22 10:09:36.000,2021-07-22 07:07:29.000,2021-07-21 11:04:12.000,1747,197.0,4041.0,10883,4459.0,2021-07-16 10:56:58.000,3.5.13,509.0,Pluggable enterprise-level react application framework.,20702.0,19488.0,311,35,https://www.npmjs.com/package/umi,MIT,2021-07-16 10:56:28.659,1214.0,115099.0,115099.0,True,3,,,,,,,,,,
36,i18next,i18next/i18next,utils,i18next,https://github.com/i18next/i18next,https://github.com/i18next/i18next,2011-12-16 12:37:42.000,2021-07-20 15:11:15.016,2021-07-20 15:10:50.000,544,4.0,1071.0,5715,1647.0,2021-07-14 07:00:57.147,20.3.3,316.0,i18next: learn once - translate everywhere.,66772.0,57382.0,198,35,https://www.npmjs.com/package/i18next,MIT,2021-07-20 15:11:15.016,9390.0,6972617.0,6972617.0,True,3,,,,,,,,,,
37,SheetJS,SheetJS/sheetjs,file-handling,xlsx,https://github.com/SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,2012-12-03 19:25:52.000,2021-07-22 12:01:18.000,2021-05-13 19:07:05.000,6850,508.0,1534.0,26252,500.0,2021-05-13 19:13:41.651,0.17.0,160.0,SheetJS Community Edition -- Spreadsheet Data Toolkit.,10725.0,1967.0,131,34,https://www.npmjs.com/package/xlsx,Apache-2.0,2021-05-13 19:13:41.651,8758.0,4948163.0,4948163.0,True,2,,,,,,,,,,
38,esbuild,evanw/esbuild,dev-tools,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild,2016-06-14 16:08:50.000,2021-07-19 01:25:34.000,2021-07-17 05:16:10.000,596,181.0,1075.0,26050,2403.0,2021-07-06 04:26:43.000,0.12.15,267.0,An extremely fast JavaScript bundler and minifier.,50991.0,50991.0,56,34,https://www.npmjs.com/package/esbuild,MIT,2021-07-06 04:26:20.082,0.0,2849810.0,2849810.0,True,2,,,,,,,,,,
39,uppy,transloadit/uppy,file-handling,uppy,https://github.com/transloadit/uppy,https://github.com/transloadit/uppy,2015-11-16 12:32:33.000,2021-07-22 17:06:25.000,2021-07-21 13:07:42.000,1557,151.0,1351.0,24290,8180.0,2021-06-30 22:09:07.730,1.30.0,138.0,The next open source file uploader for web browsers.,1416.0,1300.0,298,34,https://www.npmjs.com/package/uppy,MIT,2021-06-30 22:09:07.730,116.0,62753.0,62753.0,True,2,,,,,,,,,,
40,react-testing-library,testing-library/react-testing-library,testing,react-testing-library,https://github.com/testing-library/react-testing-library,https://github.com/testing-library/react-testing-library,2018-03-19 13:39:49.000,2021-07-15 01:45:36.000,2021-07-15 01:45:28.000,846,17.0,506.0,14857,,2021-06-23 06:36:03.000,12.0.0,100.0,Simple and complete React DOM testing utilities that encourage good testing practices.,2571722.0,2567090.0,161,34,https://www.npmjs.com/package/react-testing-library,MIT,2019-05-30 18:10:43.138,4632.0,393758.0,393758.0,True,3,,,,,,,,,,
41,tinymce,tinymce/tinymce,editors,tinymce,https://github.com/tinymce/tinymce,https://github.com/tinymce/tinymce,2010-01-11 14:46:42.000,2021-07-22 18:10:13.000,2021-07-21 23:07:30.000,1812,725.0,4615.0,9617,24457.0,2021-06-23 06:52:34.480,5.8.2,136.0,"The world's #1 JavaScript library for rich text editing. Available for React, Vue and Angular.",3377.0,369.0,296,34,https://www.npmjs.com/package/tinymce,LGPL-2.1,2021-06-23 06:52:34.480,3008.0,912129.0,912129.0,False,1,,,,,,,,,,
42,swr,vercel/swr,data-fetching,swr,https://github.com/vercel/swr,https://github.com/vercel/swr,2019-10-28 18:16:01.000,2021-07-22 16:55:34.000,2021-07-22 16:55:33.000,624,75.0,373.0,18004,386.0,2021-05-03 16:57:23.630,0.5.6,81.0,React Hooks for remote data fetching.,27796.0,27770.0,109,33,https://www.npmjs.com/package/swr,MIT,2021-07-06 09:10:44.212,26.0,1410336.0,1410336.0,True,2,,,,,,,,,,
43,Handsontable,handsontable/handsontable,data-tables,handsontable,https://github.com/handsontable/handsontable,https://github.com/handsontable/handsontable,2011-05-23 22:38:58.000,2021-07-22 14:53:10.000,2021-06-17 08:43:26.000,2608,705.0,6154.0,15429,7116.0,2021-06-17 08:48:17.000,9.0.1,100.0,"JavaScript data grid with a spreadsheet look & feel. Works for React, Angular, and Vue. Supported by the Handsontable..",4491.0,3767.0,118,33,https://www.npmjs.com/package/handsontable,ICU,2021-06-17 08:45:50.768,724.0,678913.0,678913.0,False,2,,https://handsontable.com/examples,,,,,,,,
44,ag-Grid,ag-grid/ag-grid,data-tables,ag-grid-community,https://github.com/ag-grid/ag-grid,https://github.com/ag-grid/ag-grid,2014-12-23 16:20:14.000,2021-07-22 16:02:42.000,2021-07-22 16:02:39.000,1311,35.0,4069.0,7375,21404.0,2021-06-14 15:11:55.000,25.3.0,100.0,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.,1502.0,856.0,120,33,https://www.npmjs.com/package/ag-grid-community,MIT,2021-05-27 07:29:42.415,646.0,1035804.0,1035804.0,True,2,,,,,,,,,,
45,React-Toastify,fkhadra/react-toastify,notifications,react-toastify,https://github.com/fkhadra/react-toastify,https://github.com/fkhadra/react-toastify,2016-11-08 12:32:52.000,2021-06-15 20:40:06.000,2021-04-23 12:34:23.000,381,25.0,423.0,7032,1039.0,2021-04-23 12:38:06.000,7.0.4,116.0,React notification made easy !.,106907.0,100971.0,68,33,https://www.npmjs.com/package/react-toastify,MIT,2021-04-23 12:37:40.399,5936.0,2845749.0,2845749.0,True,1,,https://fkhadra.github.io/react-toastify/introduction/,,,,,,,,
46,React Chartjs 2,reactchartjs/react-chartjs-2,data-viz,react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,2016-05-06 22:01:08.000,2021-07-20 11:05:44.000,2021-07-20 11:05:44.000,786,174.0,390.0,4213,284.0,2021-07-20 10:59:16.182,3.0.4,69.0,"React wrapper for Chart.js 2.0 and 3.0, the most popular charting library.",91789.0,85065.0,62,33,https://www.npmjs.com/package/react-chartjs-2,MIT,2021-07-20 10:59:16.182,6724.0,1642011.0,1642011.0,True,1,,https://reactchartjs.github.io/react-chartjs-2/,,,,,,,,
47,material-table,mbrn/material-table,data-tables,material-table,https://github.com/mbrn/material-table,https://github.com/mbrn/material-table,2018-08-06 13:15:08.000,2021-07-20 05:25:31.000,2021-04-21 11:22:33.000,955,146.0,2219.0,3072,1576.0,2021-04-21 11:24:11.402,1.69.3,187.0,Datatable for React based on material-ui's table with additional features.,15917.0,15389.0,198,33,https://www.npmjs.com/package/material-table,MIT,2021-04-21 11:24:11.402,528.0,577903.0,577903.0,True,2,['material-ui'],,,,,,,,,
48,Semantic-UI,Semantic-Org/Semantic-UI,ui-frameworks,semantic-ui,https://github.com/Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,2013-04-08 23:32:04.000,2021-04-18 15:16:46.000,2018-10-21 20:59:02.000,5131,1045.0,5230.0,49426,6684.0,2018-10-21 21:03:55.194,2.4.2,100.0,Semantic is a UI component framework based around useful principles from natural language.,17163.0,12791.0,225,32,https://www.npmjs.com/package/semantic-ui,MIT,2018-10-21 21:03:55.194,4372.0,37480.0,37525.0,False,2,,,4032.0,,,,,,,
49,Slate,ianstormtaylor/slate,editors,slate,https://github.com/ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,2016-06-18 01:52:42.000,2021-07-22 17:31:39.000,2021-07-21 01:38:41.000,2349,446.0,2205.0,21322,,2021-06-09 16:07:36.000,slate-react@0.65.2,509.0,A completely customizable framework for building rich text editors. (Currently in beta.).,67785.0,60787.0,409,32,https://www.npmjs.com/package/slate,MIT,2021-04-01 02:10:51.453,6998.0,850665.0,850665.0,True,1,,https://www.slatejs.org/examples/richtext,,,,,,,,
50,Blueprint,palantir/blueprint,ui-frameworks,@blueprintjs/core,https://github.com/palantir/blueprint,https://github.com/palantir/blueprint,2016-10-25 21:17:50.000,2021-07-22 12:01:12.000,2021-07-15 17:16:15.000,1886,588.0,1888.0,17984,,2021-07-15 17:20:56.472,3.47.0,149.0,A React-based UI toolkit for the web.,11576.0,9498.0,282,32,https://www.npmjs.com/package/@blueprintjs/core,Apache-2.0,2021-04-13 17:30:43.042,2078.0,671190.0,671190.0,True,2,,https://blueprintjs.com/docs/,,,,,,,,
