,name,github_id,npm_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,demo_url,trending,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
11,Bootstrap React,react-bootstrap/react-bootstrap,react-bootstrap,"['bootstrap""']",ui-frameworks,https://github.com/react-bootstrap/react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,MIT,2013-12-27 19:06:07.000,2021-12-29 22:31:11.000,2021-12-29 20:31:11.000,3242,170.0,3080.0,20290,4239.0,2021-12-20 07:22:36.000,2.0.4,184.0,Bootstrap components built with React.,697375.0,638533.0,461,39,https://www.npmjs.com/package/react-bootstrap,2021-12-20 07:19:14.550,58842.0,3828315.0,3828882.0,True,1,,,50472.0,,,,,,
12,winston,winstonjs/winston,winston,,utils,https://github.com/winstonjs/winston,https://github.com/winstonjs/winston,MIT,2010-12-29 18:49:51.000,2021-12-27 19:10:53.000,2021-12-23 04:42:50.000,1535,378.0,900.0,18221,1381.0,2020-06-23 22:31:38.000,3.3.3,83.0,A logger for just about everything.,561151.0,442169.0,352,39,https://www.npmjs.com/package/winston,2020-06-23 22:31:24.942,118982.0,32626679.0,32626679.0,True,2,,,,,,,,,
13,preact,preactjs/preact,preact,,others,https://github.com/preactjs/preact,https://github.com/preactjs/preact,MIT,2015-09-11 02:40:18.000,2021-12-29 09:45:38.000,2021-12-17 08:18:02.000,1700,220.0,1309.0,30591,4948.0,2021-12-09 20:58:03.000,10.6.4,188.0,Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,82408.0,70886.0,287,38,https://www.npmjs.com/package/preact,2021-12-09 20:57:46.032,11522.0,3696460.0,3696460.0,True,1,,,,,,,,,
14,react-hook-form,react-hook-form/react-hook-form,react-hook-form,,others,https://github.com/react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,MIT,2019-03-05 23:47:10.000,2021-12-30 13:33:59.000,2021-12-30 05:12:36.000,1211,7.0,2845.0,25024,3038.0,2021-12-24 06:06:21.000,7.22.5,908.0,React Hooks for form state management and validation (Web + React Native).,115629.0,115375.0,195,38,https://www.npmjs.com/package/react-hook-form,2021-12-30 01:14:54.450,254.0,5273422.0,5273422.0,True,1,,,,,,,,,
15,enzyme,enzymejs/enzyme,enzyme,,testing,https://github.com/enzymejs/enzyme,https://github.com/enzymejs/enzyme,MIT,2015-11-10 21:45:38.000,2021-10-13 19:02:18.000,2021-09-17 06:34:12.000,2083,282.0,1489.0,19791,1971.0,2019-12-20 00:08:40.725,3.11.0,54.0,JavaScript Testing utilities for React.,516554.0,413684.0,396,38,https://www.npmjs.com/package/enzyme,2019-12-20 00:08:40.725,102870.0,8533596.0,8533596.0,True,3,,,,,,,,,
16,SheetJS,SheetJS/sheetjs,xlsx,,file-handling,https://github.com/SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,Apache-2.0,2012-12-03 19:25:52.000,2021-12-29 10:38:49.000,2021-12-29 10:36:44.000,7321,101.0,2028.0,28587,580.0,2021-11-14 05:16:28.581,0.17.4,163.0,SheetJS Community Edition -- Spreadsheet Data Toolkit.,96092.0,87334.0,173,37,https://www.npmjs.com/package/xlsx,2021-11-14 05:16:28.581,8758.0,5111843.0,5111843.0,True,1,,,,,,,,,
17,react-query,tannerlinsley/react-query,react-query,,data-fetching,https://github.com/tannerlinsley/react-query,https://github.com/tannerlinsley/react-query,MIT,2019-09-10 19:23:58.000,2021-12-29 01:36:08.000,2021-12-28 21:12:04.000,1298,34.0,815.0,24616,1420.0,2021-12-28 17:38:49.000,3.34.7,421.0,"Hooks for fetching, caching and updating asynchronous data in React.",35024.0,35014.0,405,37,https://www.npmjs.com/package/react-query,2021-12-28 21:29:47.079,10.0,3549095.0,3549095.0,True,1,,,,,,,,,
18,localForage,localForage/localForage,localforage,,state-management,https://github.com/localForage/localForage,https://github.com/localForage/localForage,Apache-2.0,2013-10-31 00:10:06.000,2021-11-26 06:45:02.000,2021-10-03 10:15:28.000,1139,211.0,488.0,19889,1122.0,2021-08-18 21:22:59.000,1.10.0,62.0,"Offline storage, improved. Wraps IndexedDB, WebSQL, or localStorage using a simple but powerful API.",216893.0,188433.0,111,37,https://www.npmjs.com/package/localforage,2021-08-18 21:22:08.980,28460.0,5714460.0,5714678.0,True,1,,,20362.0,,,,,,
19,Semantic UI React,Semantic-Org/Semantic-UI-React,semantic-ui-react,,ui-frameworks,https://github.com/Semantic-Org/Semantic-UI-React,https://github.com/Semantic-Org/Semantic-UI-React,MIT,2015-06-19 16:47:19.000,2021-12-22 21:38:13.000,2021-10-15 11:28:36.000,3789,148.0,2296.0,12571,3076.0,2021-09-24 10:35:28.000,2.0.4,148.0,The official Semantic-UI-React integration.,153241.0,136311.0,313,37,https://www.npmjs.com/package/semantic-ui-react,2021-01-20 19:57:11.349,16930.0,986289.0,986289.0,True,2,https://react.semantic-ui.com/elements/button/,,,,,,,,
20,bulma,jgthms/bulma,bulma,,ui-frameworks,https://github.com/jgthms/bulma,https://github.com/jgthms/bulma,MIT,2016-01-23 23:48:34.000,2021-12-23 13:09:56.000,2021-12-10 17:16:35.000,3829,356.0,2167.0,44844,1652.0,2021-06-18 17:45:30.000,0.9.3,59.0,Modern CSS framework based on Flexbox.,196209.0,175465.0,377,36,https://www.npmjs.com/package/bulma,2021-06-18 17:42:02.342,20744.0,748106.0,759552.0,True,2,,,572330.0,,,,,,
21,Styled Components,styled-components/styled-components,styled-components,,styling,https://github.com/styled-components/styled-components,https://github.com/styled-components/styled-components,MIT,2016-08-16 06:41:32.000,2021-12-29 16:20:07.000,2021-12-15 16:53:33.000,2182,57.0,2418.0,35566,,2021-10-19 13:37:20.000,5.3.3,291.0,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress.,952568.0,898256.0,318,36,https://www.npmjs.com/package/styled-components,2021-10-19 13:31:04.868,54312.0,12935521.0,12935521.0,True,2,,,,,,,,,
22,esbuild,evanw/esbuild,esbuild,,dev-tools,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild,MIT,2016-06-14 16:08:50.000,2021-12-29 21:16:27.000,2021-12-29 05:46:49.000,723,233.0,1410.0,29587,2751.0,2021-12-29 00:31:05.000,0.14.9,302.0,An extremely fast JavaScript and CSS bundler and minifier.,169619.0,169619.0,74,36,https://www.npmjs.com/package/esbuild,2021-12-29 00:24:46.484,0.0,9499211.0,9499211.0,True,2,,,,,,,,,
23,react-use,streamich/react-use,react-use,,others,https://github.com/streamich/react-use,https://github.com/streamich/react-use,Unlicense,2018-10-27 10:16:05.000,2021-12-30 14:48:17.000,2021-12-30 14:35:38.000,2076,437.0,207.0,27036,2910.0,2021-12-30 14:35:45.000,17.3.2,263.0,React Hooks.,21089.0,20581.0,184,36,https://www.npmjs.com/package/react-use,2021-12-30 14:35:41.846,508.0,2874420.0,2874420.0,True,2,,,,,,,,,
24,react-virtualized,bvaughn/react-virtualized,react-virtualized,,data-tables,https://github.com/bvaughn/react-virtualized,https://github.com/bvaughn/react-virtualized,MIT,2015-11-03 00:48:07.000,2021-12-14 08:31:50.000,2021-05-17 21:35:30.000,2845,435.0,708.0,23002,1984.0,2020-12-18 22:18:53.000,9.22.3,294.0,React components for efficiently rendering large lists and tabular data.,48006.0,42550.0,214,36,https://www.npmjs.com/package/react-virtualized,2018-06-01 16:00:52.806,5456.0,3566513.0,3566513.0,True,1,https://bvaughn.github.io/react-virtualized/#/components/List,,,,,,,,
25,Recharts,recharts/recharts,recharts,,data-viz,https://github.com/recharts/recharts,https://github.com/recharts/recharts,MIT,2015-08-07 06:50:27.000,2021-12-23 21:14:25.000,2021-12-21 15:46:23.000,1322,295.0,1992.0,17519,1891.0,2021-12-14 08:13:08.988,2.1.8,185.0,Redefined chart library built with React and D3.,70942.0,63938.0,230,36,https://www.npmjs.com/package/recharts,2021-12-14 08:13:08.988,7004.0,2876460.0,2876460.0,True,1,http://recharts.org/en-US/examples,,,,,,,,
26,react-table,tannerlinsley/react-table,react-table,,data-tables,https://github.com/tannerlinsley/react-table,https://github.com/tannerlinsley/react-table,MIT,2016-10-20 17:25:08.000,2021-12-07 15:00:28.000,2021-11-28 16:20:53.000,2153,224.0,1775.0,15828,1392.0,2021-04-25 22:58:23.000,7.7.0,216.0,Hooks for building fast and extendable tables and datagrids for React.,46757.0,43217.0,267,36,https://www.npmjs.com/package/react-table,2021-04-25 22:58:20.146,3540.0,3505189.0,3505189.0,True,1,,,,,,,,,
27,sweetalert2,sweetalert2/sweetalert2,sweetalert2,,other-components,https://github.com/sweetalert2/sweetalert2,https://github.com/sweetalert2/sweetalert2,MIT,2015-01-03 16:15:52.000,2021-12-30 08:56:19.475,2021-12-30 08:56:16.000,1410,7.0,1447.0,13986,2679.0,2021-12-30 08:56:44.000,11.3.2,595.0,"A beautiful, responsive, highly customizable and accessible (WAI-ARIA) replacement for JavaScript's popup boxes. Zero..",139789.0,132897.0,123,36,https://www.npmjs.com/package/sweetalert2,2021-12-30 08:56:19.475,6892.0,1472996.0,1479172.0,True,1,,,105002.0,,,,,,
28,React Dropzone,react-dropzone/react-dropzone,react-dropzone,,file-handling,https://github.com/react-dropzone/react-dropzone,https://github.com/react-dropzone/react-dropzone,MIT,2014-09-27 11:57:09.000,2021-12-21 08:10:03.000,2021-10-03 00:49:46.000,716,17.0,661.0,8655,560.0,2021-09-23 23:58:10.000,11.4.2,149.0,Simple HTML5 drag-drop zone with React.js.,92115.0,81799.0,170,36,https://www.npmjs.com/package/react-dropzone,2021-09-14 13:21:29.494,10316.0,6656741.0,6656741.0,True,2,https://react-dropzone.js.org/#section-basic-example,,,,,,,,
29,i18next,i18next/i18next,i18next,,utils,https://github.com/i18next/i18next,https://github.com/i18next/i18next,MIT,2011-12-16 12:37:42.000,2021-12-28 07:53:06.470,2021-12-28 07:52:32.000,576,4.0,1125.0,5986,1763.0,2021-12-28 07:53:06.470,21.6.4,347.0,i18next: learn once - translate everywhere.,81530.0,72140.0,210,36,https://www.npmjs.com/package/i18next,2021-12-28 07:53:06.470,9390.0,8577974.0,8577974.0,True,3,,,,,,,,,
30,log4js-node,log4js-node/log4js-node,log4js,,utils,https://github.com/log4js-node/log4js-node,https://github.com/log4js-node/log4js-node,Apache-2.0,2010-01-17 00:57:58.000,2021-12-28 08:16:30.000,2020-05-25 03:14:20.000,751,128.0,627.0,5220,1541.0,2020-05-24 23:01:08.195,6.3.0,134.0,A port of log4js to node.js.,1452569.0,1274599.0,159,36,https://www.npmjs.com/package/log4js,2020-05-24 23:01:08.195,177970.0,10636729.0,10636729.0,False,3,,,,,,,,,
31,Electron,electron/electron,electron,,desktop-apps,https://github.com/electron/electron,https://github.com/electron/electron,MIT,2013-04-12 01:47:36.000,2021-12-28 13:01:17.000,,13056,1574.0,,99503,,2021-12-17 03:20:01.044,16.0.5,657.0,"Build cross-platform desktop apps with JavaScript, HTML, and CSS.",46992.0,,777,35,https://www.npmjs.com/package/electron,2021-12-16 03:47:00.748,46992.0,1978204.0,1978204.0,True,1,,,,,,,,,
32,React Admin,marmelab/react-admin,react-admin,['material-ui'],admin-dashboards,https://github.com/marmelab/react-admin,https://github.com/marmelab/react-admin,MIT,2016-07-13 07:58:54.000,2021-12-30 13:13:16.000,2021-12-24 09:05:56.000,4084,153.0,3261.0,18600,11197.0,2021-12-22 09:44:23.000,3.19.5,189.0,"A frontend Framework for building B2B applications running in the browser on top of REST/GraphQL APIs, using ES6,..",8617.0,8121.0,502,35,https://www.npmjs.com/package/react-admin,2021-12-22 09:43:28.263,496.0,185444.0,185444.0,True,1,https://marmelab.com/react-admin-demo/,,,,,,,,
33,react-slick,akiran/react-slick,react-slick,,other-components,https://github.com/akiran/react-slick,https://github.com/akiran/react-slick,MIT,2014-11-16 05:14:39.000,2021-12-14 13:34:30.000,2021-12-11 17:16:06.000,1914,410.0,1162.0,10079,1212.0,2021-03-08 05:01:08.649,0.28.1,114.0,React carousel component.,171242.0,152848.0,148,35,https://www.npmjs.com/package/react-slick,2021-03-08 05:01:08.649,18394.0,3144374.0,3144374.0,True,1,,-1.0,,,,,,,
34,React-Toastify,fkhadra/react-toastify,react-toastify,,notifications,https://github.com/fkhadra/react-toastify,https://github.com/fkhadra/react-toastify,MIT,2016-11-08 12:32:52.000,2021-11-03 18:52:26.000,2021-11-03 18:51:28.000,417,41.0,449.0,8160,1090.0,2021-11-03 18:53:43.000,8.1.0,123.0,React notification made easy !.,143220.0,137284.0,71,35,https://www.npmjs.com/package/react-toastify,2021-11-03 18:52:17.547,5936.0,3340255.0,3340255.0,True,1,https://fkhadra.github.io/react-toastify/introduction/,,,,,,,,
35,lerna,lerna/lerna,lerna,,dev-tools,https://github.com/lerna/lerna,https://github.com/lerna/lerna,MIT,2015-12-04 09:36:55.000,2021-11-11 19:35:14.000,2021-06-02 22:46:25.000,2042,743.0,1482.0,31190,,2021-02-10 22:42:55.000,4.0.0,184.0,A tool for managing JavaScript projects with multiple packages.,133666.0,105504.0,280,34,https://www.npmjs.com/package/lerna,2021-02-10 22:42:31.218,28162.0,4584627.0,4584627.0,True,2,,,,,,,,,
36,react-beautiful-dnd,atlassian/react-beautiful-dnd,react-beautiful-dnd,,other-components,https://github.com/atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,Apache-2.0,2017-08-09 03:37:15.000,2021-12-14 00:33:46.000,2021-10-15 06:06:19.000,1918,476.0,994.0,25885,793.0,2021-03-21 23:46:09.000,13.1.0,93.0,Beautiful and accessible drag and drop for lists with React.,37737.0,35753.0,126,34,https://www.npmjs.com/package/react-beautiful-dnd,2021-03-21 23:24:40.308,1984.0,3983580.0,3983580.0,True,2,,,,,,,,,
37,react-testing-library,testing-library/react-testing-library,react-testing-library,,testing,https://github.com/testing-library/react-testing-library,https://github.com/testing-library/react-testing-library,MIT,2018-03-19 13:39:49.000,2021-12-06 13:40:37.000,2021-10-07 12:12:08.000,892,29.0,531.0,15682,,2021-10-03 13:19:49.000,12.1.2,100.0,Simple and complete React DOM testing utilities that encourage good testing practices.,3516342.0,3511710.0,166,34,https://www.npmjs.com/package/react-testing-library,2019-05-30 18:10:43.138,4632.0,330754.0,330754.0,True,3,,,,,,,,,
38,tinymce,tinymce/tinymce,tinymce,,editors,https://github.com/tinymce/tinymce,https://github.com/tinymce/tinymce,LGPL-2.1,2010-01-11 14:46:42.000,2021-12-30 12:02:29.000,2021-12-23 07:18:42.000,1869,866.0,4658.0,10214,24803.0,2021-11-17 04:34:14.764,5.10.2,142.0,"The world's #1 JavaScript library for rich text editing. Available for React, Vue and Angular.",3387.0,379.0,300,34,https://www.npmjs.com/package/tinymce,2021-11-17 04:34:14.764,3008.0,967794.0,967794.0,False,1,,,,,,,,,
39,Semantic-UI,Semantic-Org/Semantic-UI,semantic-ui,,ui-frameworks,https://github.com/Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,MIT,2013-04-08 23:32:04.000,2021-12-22 11:19:19.000,2018-10-21 20:59:02.000,5139,1055.0,5234.0,49756,6684.0,2018-10-21 21:03:55.194,2.4.2,100.0,Semantic is a UI component framework based around useful principles from natural language.,17302.0,12930.0,225,33,https://www.npmjs.com/package/semantic-ui,2018-10-21 21:03:55.194,4372.0,34000.0,34043.0,False,2,,,4036.0,,,,,,
40,Draft JS,facebook/draft-js,draft-js,,editors,https://github.com/facebook/draft-js,https://github.com/facebook/draft-js,MIT,2016-02-19 20:18:26.000,2021-12-23 03:23:36.000,2021-12-03 08:56:18.000,2469,905.0,959.0,21229,,2020-08-17 16:40:16.000,0.11.7,32.0,A React framework for building text editors.,119041.0,100623.0,315,33,https://www.npmjs.com/package/draft-js,2020-08-17 16:36:23.849,18418.0,2808099.0,2808099.0,True,1,,,,,,,,,
41,emotion,emotion-js/emotion,@emotion/react,,styling,https://github.com/emotion-js/emotion,https://github.com/emotion-js/emotion,MIT,2017-05-27 04:23:45.000,2021-12-28 18:56:54.000,2021-12-26 10:09:21.000,920,171.0,1234.0,14222,,2021-12-21 09:17:43.000,@emotion/babel-plugin@11.7.2,100.0,CSS-in-JS library designed for high performance style composition.,89631.0,89631.0,278,33,https://www.npmjs.com/package/@emotion/react,2021-12-12 22:28:40.805,0.0,8465544.0,8465544.0,True,3,,,,,,,,,
42,umi,umijs/umi,umi,,cms-frameworks,https://github.com/umijs/umi,https://github.com/umijs/umi,MIT,2017-11-22 10:09:36.000,2021-12-30 09:20:17.099,2021-12-21 06:59:14.000,1967,350.0,4207.0,11775,4498.0,2021-09-28 05:56:20.000,3.5.20,528.0,Pluggable enterprise-level react application framework.,2164.0,950.0,318,33,https://www.npmjs.com/package/umi,2021-12-30 09:20:17.099,1214.0,114767.0,114767.0,True,3,,,,,,,,,
43,nivo,plouc/nivo,@nivo/core,,data-viz,https://github.com/plouc/nivo,https://github.com/plouc/nivo,MIT,2016-04-16 03:27:56.000,2021-12-30 14:50:13.000,2021-12-29 12:39:46.000,776,91.0,1108.0,9597,1634.0,2021-12-29 12:42:24.000,0.76.0,61.0,"nivo provides a rich set of dataviz components, built on top of the awesome d3 and React libraries.",1572.0,1270.0,164,33,https://www.npmjs.com/package/@nivo/core,2021-12-29 12:39:58.409,302.0,881303.0,881303.0,True,1,https://nivo.rocks/components/,,,,,,,,
44,ag-Grid,ag-grid/ag-grid,ag-grid-community,,data-tables,https://github.com/ag-grid/ag-grid,https://github.com/ag-grid/ag-grid,MIT,2014-12-23 16:20:14.000,2021-12-29 21:29:56.000,2021-12-29 21:29:51.000,1388,37.0,4294.0,7871,21406.0,2021-12-17 15:29:26.938,26.2.1,100.0,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.,1669.0,1023.0,132,33,https://www.npmjs.com/package/ag-grid-community,2021-12-17 15:29:26.938,646.0,1051768.0,1051768.0,True,2,,,,,,,,,
45,redux-toolkit,reduxjs/redux-toolkit,redux-toolkit,,state-management,https://github.com/reduxjs/redux-toolkit,https://github.com/reduxjs/redux-toolkit,MIT,2018-03-03 21:21:53.000,2021-12-29 03:15:06.000,2021-12-29 02:25:49.000,557,97.0,935.0,6923,1420.0,2021-12-16 03:52:22.000,1.7.1,65.0,"The official, opinionated, batteries-included toolset for efficient Redux development.",152575.0,152571.0,198,33,https://www.npmjs.com/package/redux-toolkit,2015-10-21 03:50:29.233,4.0,15053.0,15053.0,True,2,,,,,,,,,
46,React Chartjs 2,reactchartjs/react-chartjs-2,react-chartjs-2,,data-viz,https://github.com/reactchartjs/react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,MIT,2016-05-06 22:01:08.000,2021-12-29 19:08:06.000,2021-12-27 08:40:53.000,901,122.0,531.0,4688,442.0,2021-11-22 20:38:25.000,4.0.0,74.0,"React components for Chart.js, the most popular charting library.",113247.0,106523.0,68,33,https://www.npmjs.com/package/react-chartjs-2,2021-11-22 20:36:55.002,6724.0,1765451.0,1765451.0,True,1,https://reactchartjs.github.io/react-chartjs-2/,,,,,,,,
47,material-table,mbrn/material-table,material-table,['material-ui'],data-tables,https://github.com/mbrn/material-table,https://github.com/mbrn/material-table,MIT,2018-08-06 13:15:08.000,2021-12-15 06:51:43.000,2021-04-21 11:22:33.000,1048,101.0,2389.0,3209,1576.0,2021-04-21 11:24:11.402,1.69.3,187.0,Datatable for React based on material-ui's table with additional features.,18649.0,18121.0,198,33,https://www.npmjs.com/package/material-table,2021-04-21 11:24:11.402,528.0,500379.0,500379.0,True,2,,,,,,,,,
48,Slate,ianstormtaylor/slate,slate,,editors,https://github.com/ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,MIT,2016-06-18 01:52:42.000,2021-12-30 10:26:51.000,2021-12-23 12:22:05.000,2566,444.0,2308.0,23183,,2021-12-23 12:25:15.000,slate@0.72.3,605.0,A completely customizable framework for building rich text editors. (Currently in beta.).,76017.0,69019.0,455,32,https://www.npmjs.com/package/slate,2021-04-01 02:10:51.453,6998.0,1130070.0,1130070.0,True,1,https://www.slatejs.org/examples/richtext,,,,,,,,
49,Blueprint,palantir/blueprint,@blueprintjs/core,,ui-frameworks,https://github.com/palantir/blueprint,https://github.com/palantir/blueprint,Apache-2.0,2016-10-25 21:17:50.000,2021-12-21 23:03:44.000,2021-12-09 20:31:49.000,1937,667.0,1963.0,18420,,2021-12-09 20:41:43.926,3.52.0,171.0,A React-based UI toolkit for the web.,12665.0,10587.0,294,32,https://www.npmjs.com/package/@blueprintjs/core,2021-12-14 18:39:53.317,2078.0,689274.0,689274.0,True,2,https://blueprintjs.com/docs/,,,,,,,,
50,Handsontable,handsontable/handsontable,handsontable,,data-tables,https://github.com/handsontable/handsontable,https://github.com/handsontable/handsontable,ICU,2011-05-23 22:38:58.000,2021-12-30 14:10:00.000,2021-11-17 15:15:23.000,2692,824.0,6325.0,16105,7299.0,2021-11-17 15:19:55.000,11.0.1,100.0,"JavaScript data grid with a spreadsheet look & feel. Works with React, Angular, and Vue. Supported by the Handsontable..",4824.0,4100.0,120,32,https://www.npmjs.com/package/handsontable,2021-11-17 15:17:10.950,724.0,321882.0,321882.0,False,2,https://handsontable.com/examples,,,,,,,,
