,name,github_id,category,npm_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,license,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,new_addition,labels,demo_url,trending,github_release_downloads,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
52,Grommet,grommet/grommet,ui-frameworks,grommet,https://github.com/grommet/grommet,https://github.com/grommet/grommet,2015-03-24 08:54:10.000,2021-07-09 04:37:57.000,2021-07-08 00:37:16.000,888,210.0,2445.0,7365,5921.0,2021-06-08 23:27:20.000,2.17.3,133.0,"a react-based framework that provides accessibility, modularity, responsiveness, and theming in a tidy package.",7904.0,6672.0,299,32,https://www.npmjs.com/package/grommet,Apache-2.0,2021-06-08 23:16:44.648,1232.0,94650.0,94676.0,True,2,,,https://v2.grommet.io/components,,1723.0,,,,,
53,react-json-view,mac-s-g/react-json-view,file-handling,react-json-view,https://github.com/mac-s-g/react-json-view,https://github.com/mac-s-g/react-json-view,2017-03-26 06:01:36.000,2021-07-09 10:47:17.000,2021-03-09 03:27:31.000,292,108.0,88.0,2125,732.0,2021-03-09 03:08:46.252,1.21.3,111.0,JSON viewer for react.,17770.0,16776.0,33,32,https://www.npmjs.com/package/react-json-view,MIT,2021-03-09 03:08:46.252,994.0,1114375.0,1114375.0,True,2,,,https://mac-s-g.github.io/react-json-view/demo/dist/,,,,,,,
54,Semantic-UI,Semantic-Org/Semantic-UI,ui-frameworks,semantic-ui,https://github.com/Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,2013-04-08 23:32:04.000,2021-04-18 15:16:46.000,2018-10-21 20:59:02.000,5131,1045.0,5229.0,49397,6684.0,2018-10-21 21:03:55.194,2.4.2,100.0,Semantic is a UI component framework based around useful principles from natural language.,17150.0,12778.0,225,31,https://www.npmjs.com/package/semantic-ui,MIT,2018-10-21 21:03:55.194,4372.0,38921.0,38966.0,False,2,True,,,,4020.0,,,,,
55,editor.js,codex-team/editor.js,editors,@editorjs/editorjs,https://github.com/codex-team/editor.js,https://github.com/codex-team/editor.js,2015-11-28 20:56:35.000,2021-07-09 16:26:27.000,2021-06-28 10:06:35.000,1210,388.0,594.0,15850,523.0,2021-06-28 10:33:10.798,2.22.1,38.0,A block-styled editor with clean JSON output.,2063.0,1989.0,36,31,https://www.npmjs.com/package/@editorjs/editorjs,Apache-2.0,2021-06-28 10:33:10.798,74.0,65019.0,65041.0,True,2,True,,,,1220.0,,,,,
56,zustand,pmndrs/zustand,state-management,zustand,https://github.com/pmndrs/zustand,https://github.com/pmndrs/zustand,2019-04-09 09:10:06.000,2021-07-09 13:35:20.000,2021-07-09 13:35:04.000,237,32.0,200.0,9343,502.0,2021-07-09 13:40:32.000,3.5.6,58.0,Bear necessities for state management in React.,4487.0,4467.0,68,31,https://www.npmjs.com/package/zustand,MIT,2021-06-09 00:28:50.157,20.0,412849.0,412849.0,True,2,True,,,,,,,,,
57,Victory,FormidableLabs/victory,data-viz,victory,https://github.com/FormidableLabs/victory,https://github.com/FormidableLabs/victory,2015-07-02 22:36:50.000,2021-06-28 22:44:31.000,2021-06-28 22:44:28.000,440,150.0,1230.0,8958,,2021-06-24 16:52:34.000,35.9.0,201.0,A collection of composable React components for building interactive data visualizations.,10735.0,9363.0,234,31,https://www.npmjs.com/package/victory,MIT,2021-06-24 16:44:59.237,1372.0,579599.0,579599.0,True,2,,,https://formidable.com/open-source/victory/gallery/,,,,,,,
58,sql.js,sql-js/sql.js,others,sql.js,https://github.com/sql-js/sql.js,https://github.com/sql-js/sql.js,2012-02-27 03:05:49.000,2021-07-07 07:19:12.000,2021-07-07 07:13:41.000,859,97.0,251.0,8860,467.0,2021-03-15 10:04:56.737,1.5.0,30.0,A javascript library to run SQLite on the web.,3936.0,3138.0,40,31,https://www.npmjs.com/package/sql.js,MIT,2021-03-15 10:04:56.737,798.0,257019.0,257601.0,True,2,True,,,,11652.0,,,,,
59,baseweb,uber/baseweb,ui-frameworks,baseui,https://github.com/uber/baseweb,https://github.com/uber/baseweb,2018-03-09 01:32:10.000,2021-07-09 18:36:25.000,2021-07-09 18:36:25.000,578,115.0,707.0,6536,2831.0,2021-07-06 22:50:22.749,9.116.3,544.0,A React Component library implementing the Base design language.,1998.0,1954.0,202,31,https://www.npmjs.com/package/baseui,MIT,2021-07-06 22:50:22.749,44.0,123357.0,123357.0,True,2,True,,,,,,,,,
60,react-draft-wysiwyg,jpuri/react-draft-wysiwyg,editors,react-draft-wysiwyg,https://github.com/jpuri/react-draft-wysiwyg,https://github.com/jpuri/react-draft-wysiwyg,2016-09-04 18:33:34.000,2021-06-08 09:31:44.000,2021-05-05 01:18:14.000,910,528.0,357.0,5142,826.0,2021-05-05 01:18:31.148,1.14.7,130.0,A Wysiwyg editor build on top of ReactJS and DraftJS. https://jpuri.github.io/react-draft-wysiwyg.,15347.0,13775.0,83,31,https://www.npmjs.com/package/react-draft-wysiwyg,MIT,2021-05-05 01:18:31.148,1572.0,770378.0,770378.0,True,2,True,,,,,,,,,
61,React Ace,securingsincity/react-ace,editors,react-ace,https://github.com/securingsincity/react-ace,https://github.com/securingsincity/react-ace,2014-11-29 05:15:14.000,2021-07-08 01:07:37.000,2021-06-06 18:02:48.000,524,114.0,284.0,3143,853.0,2021-06-06 01:33:51.714,9.4.1,93.0,React Ace Component.,16167.0,12587.0,116,31,https://www.npmjs.com/package/react-ace,MIT,2021-06-06 01:33:51.714,3580.0,1299743.0,1299755.0,True,2,,,https://securingsincity.github.io/react-ace/,,901.0,,,,,
62,Notistack,iamhosseindhv/notistack,notifications,notistack,https://github.com/iamhosseindhv/notistack,https://github.com/iamhosseindhv/notistack,2018-08-04 21:05:47.000,2021-06-14 12:03:51.000,2021-05-19 19:33:44.000,205,32.0,242.0,2150,475.0,2021-05-19 19:34:09.737,1.0.9,83.0,Highly customizable notification snackbars (toasts) that can be stacked on top of each other.,11497.0,10991.0,43,31,https://www.npmjs.com/package/notistack,MIT,2021-04-25 20:04:12.907,506.0,1371998.0,1371998.0,True,3,,['material-ui'],https://iamhosseindhv.com/notistack/demos,,,,,,,
63,primereact,primefaces/primereact,ui-frameworks,primereact,https://github.com/primefaces/primereact,https://github.com/primefaces/primereact,2016-12-16 15:56:27.000,2021-07-09 14:09:10.000,2021-07-09 14:09:06.000,463,184.0,1725.0,2107,4761.0,2021-06-28 11:20:02.000,6.5.0-rc.2,87.0,The Most Complete React UI Component Library.,5982.0,5654.0,111,31,https://www.npmjs.com/package/primereact,MIT,2021-06-28 11:25:35.904,328.0,166821.0,166821.0,True,2,True,,,,,,,,,
64,blitz,blitz-js/blitz,cms-frameworks,blitz,https://github.com/blitz-js/blitz,https://github.com/blitz-js/blitz,2020-02-17 21:54:15.000,2021-07-09 06:56:00.000,2021-07-08 21:48:22.000,481,147.0,763.0,8513,212.0,2021-07-08 21:48:54.000,0.38.5,303.0,The Fullstack React Framework built on Next.js.,901.0,895.0,227,30,https://www.npmjs.com/package/blitz,MIT,2021-07-08 21:48:04.291,6.0,14074.0,14074.0,True,3,True,,,,,,,,,
65,Rebass,rebassjs/rebass,ui-frameworks,rebass,https://github.com/rebassjs/rebass,https://github.com/rebassjs/rebass,2015-02-11 14:48:09.000,2021-07-01 14:29:32.000,2021-06-30 17:05:25.000,604,74.0,429.0,7387,2020.0,2019-10-28 19:08:45.057,4.0.7,109.0,React primitive UI components built with styled-system.,11103.0,9615.0,58,30,https://www.npmjs.com/package/rebass,MIT,2019-10-28 19:08:45.057,1488.0,277053.0,277053.0,True,2,,,https://codesandbox.io/s/github/rebassjs/rebass/tree/master/examples/sandbox,,,,,,,
66,redux-toolkit,reduxjs/redux-toolkit,state-management,redux-toolkit,https://github.com/reduxjs/redux-toolkit,https://github.com/reduxjs/redux-toolkit,2018-03-03 21:21:53.000,2021-07-09 18:58:18.000,2021-07-09 11:23:27.000,432,54.0,666.0,5856,1006.0,2021-06-07 13:52:37.000,1.6.0,58.0,"The official, opinionated, batteries-included toolset for efficient Redux development.",82435.0,82431.0,148,30,https://www.npmjs.com/package/redux-toolkit,MIT,2015-10-21 03:50:29.233,4.0,6124.0,6124.0,True,3,True,,,,,,,,,
67,React Suite,rsuite/rsuite,ui-frameworks,rsuite,https://github.com/rsuite/rsuite,https://github.com/rsuite/rsuite,2016-06-06 02:27:46.000,2021-07-09 17:07:19.000,2021-07-09 03:26:37.000,576,154.0,421.0,5663,1640.0,2021-06-03 06:32:49.982,4.10.2,220.0,A suite of React components .,3754.0,3622.0,55,30,https://www.npmjs.com/package/rsuite,MIT,2021-06-15 09:27:19.049,132.0,69075.0,69075.0,True,2,,,https://rsuitejs.com/components/overview/,,,,,,,
68,BizCharts,alibaba/BizCharts,data-viz,bizcharts,https://github.com/alibaba/BizCharts,https://github.com/alibaba/BizCharts,2017-11-10 08:27:54.000,2021-07-07 01:17:02.000,2021-07-06 07:41:13.000,612,256.0,970.0,5649,950.0,2021-07-06 07:56:25.000,4.1.11,216.0,Powerful data visualization library based on G2 and React.,12266.0,11034.0,77,30,https://www.npmjs.com/package/bizcharts,MIT,2021-07-06 07:39:27.956,1232.0,122555.0,122555.0,True,2,,,,,,,,,,
69,react-quill,zenoamaro/react-quill,editors,react-quill,https://github.com/zenoamaro/react-quill,https://github.com/zenoamaro/react-quill,2014-11-07 12:25:40.000,2021-06-25 08:22:43.000,2020-11-12 19:24:58.000,633,186.0,404.0,4443,414.0,2020-03-29 19:25:46.394,1.3.5,46.0,A Quill component for React.,16597.0,15043.0,51,30,https://www.npmjs.com/package/react-quill,MIT,2020-03-29 18:18:10.355,1554.0,788038.0,788040.0,True,2,True,,,,175.0,,,,,
70,MUI-Datatables,gregnb/mui-datatables,data-tables,mui-datatables,https://github.com/gregnb/mui-datatables,https://github.com/gregnb/mui-datatables,2017-11-04 19:49:44.000,2021-06-28 18:38:57.000,2021-04-03 07:24:59.000,737,480.0,776.0,2067,925.0,2021-04-03 07:27:55.000,3.7.7,143.0,Datatables for React using Material-UI - https://www.material-ui-datatables.com.,5272.0,5018.0,129,30,https://www.npmjs.com/package/mui-datatables,MIT,2021-04-03 07:27:06.513,254.0,210272.0,210272.0,True,2,,['material-ui'],,,,,,,,
71,docz,pedronauck/docz,dev-tools,docz,https://github.com/pedronauck/docz,https://github.com/pedronauck/docz,2018-03-17 04:24:10.000,2021-06-03 23:30:47.000,2021-06-03 19:42:39.000,1318,82.0,1104.0,21464,,2020-04-05 08:58:58.000,2.3.1,273.0,It has never been so easy to document your things!.,6810.0,5438.0,127,29,https://www.npmjs.com/package/docz,MIT,2020-04-07 10:55:25.773,1372.0,134963.0,134963.0,True,2,,,,,,,,,,
72,relay,facebook/relay,data-fetching,relay,https://github.com/facebook/relay,https://github.com/facebook/relay,2015-08-10 22:09:16.000,2021-07-09 18:30:49.000,2021-07-09 18:23:32.000,1604,330.0,1492.0,15787,,2021-04-15 17:38:20.000,11.0.2,65.0,Relay is a JavaScript framework for building data-driven React applications.,4402.0,4324.0,588,29,https://www.npmjs.com/package/relay,MIT,2013-04-14 20:53:10.498,78.0,1758.0,1758.0,True,3,True,,,,,,,,,
73,visx,airbnb/visx,data-viz,@visx/group,https://github.com/airbnb/visx,https://github.com/airbnb/visx,2017-03-15 16:25:41.000,2021-07-08 20:20:35.000,2021-07-08 20:18:01.000,506,92.0,475.0,13577,2942.0,2021-03-08 20:16:56.000,1.6.1,76.0,visx | visualization components.,58.0,58.0,116,29,https://www.npmjs.com/package/@visx/group,MIT,2021-03-08 20:10:00.881,0.0,244449.0,244449.0,True,2,,,https://airbnb.io/visx/gallery,,,,,,,
74,fluentui,microsoft/fluentui,ui-frameworks,@fluentui/react,https://github.com/microsoft/fluentui,https://github.com/microsoft/fluentui,2016-06-06 15:03:44.000,2021-07-09 20:53:29.000,2021-07-09 20:53:29.000,1945,884.0,7107.0,11714,11365.0,2021-07-09 12:24:49.000,@fluentui/react-examples_v0.14.15,350.0,"Fluent UI web represents a collection of utilities, React components, and web components for building web applications.",4.0,4.0,680,29,https://www.npmjs.com/package/@fluentui/react,MIT,2021-07-09 07:37:21.261,0.0,247184.0,247184.0,True,3,True,,,,,,,,,
